,Host,3/12,,Level,Month,Discord,Badge,Agent,New,Active,Prorate,Days,Day Pace,Days Goal,Days Left,Hours,Hrs Goal,Hours Left,💎,💎 Pace,Tier,Tier Goal,Tier Left,Tier Status,Tier LM,Grad,💎 Last 30,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,Days Month,Hours Month,Rewards Month,Link
107,7581866697594978359,peggyscourlas,GO,,1,@peggy53_,,LEVI,42,Y,0.81,6,70%,7,1,15,15,0,"22,715","58,680",1,"100,000","77,285",-,1,✧,"22,715",,,,,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@peggyscourlas
113,7364134731081924609,modern_ragnar_1.0,GO,,23,,,LEVI,8,Y,1.00,0,0%,7,7,0,15,15,"17,976","46,438",1,"100,000","82,024",Down,1,,"45,250","50,553","11,333",-1,-1,3,0,0,0,-,0,8,20,0,https://www.tiktok.com/@modern_ragnar_1.0
114,7359135442542952454,lil.ginga5,GO,,34,@autumnanddaisy,,LEVI,29,Y,1.00,5,59%,7,2,10,15,5,"17,942","46,350",1,"100,000","82,058",Down,1,,"38,157","34,706","74,510",1,1,9,"1,500",0,"1,500",-,0,11,30,0,https://www.tiktok.com/@lil.ginga5
115,7591706464859734029,cherylplanb,GO,2,3,@cherylsworld,,CARRINGTON,872,Y,1.00,12,141%,15,3,58,40,-18,"17,057","44,064",1,"100,000","82,943",-,1,✧,"37,518","24,629",943,5,5,32,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@cherylplanb
102,7574516554717675575,fabtiff75,GO,0,5,@tiffraz5,,LEVI,89,Y,1.00,10,117%,8,-2,15,20,5,"24,820","64,118",1,"100,000","75,180",-,1,,"54,978","39,304","33,363",3,5,27,0,0,0,-,0,18,60,0,https://www.tiktok.com/@fabtiff75
120,7359135172404740102,steven_dean,GO,,36,@steven_dean.,,LEVI,213,Y,1.00,3,35%,7,4,8,15,7,"14,615","37,755",1,"100,000","85,385",Down,1,,"46,151","31,536","37,650",0,-1,4,"9,975",0,"9,975",-,0,8,20,0,https://www.tiktok.com/@steven_dean
121,7551954482628673591,kenziehuggg,GO,1,7,@kenziehugg,Gaming,BRYTON,60,Y,1.00,9,106%,11,2,36,30,-6,"14,219","36,732",1,"100,000","85,781",-,1,,"30,178","16,909","9,920",2,2,15,0,0,0,-,0,15,40,0,https://www.tiktok.com/@kenziehuggg
122,7375048727318446081,jameagledavinci,GO,,22,@jamdavinci,,LEVI,3,Y,1.00,4,47%,7,3,12,15,3,"14,218","36,730",1,"100,000","85,782",Down,1,,"50,062","39,402","45,352",1,4,17,0,0,0,-,0,11,30,0,https://www.tiktok.com/@jameagledavinci
123,7415856990070751233,zezecod,GO,1,19,@zeze.ios_28371,,LEVI,364,Y,1.00,8,94%,11,3,20,30,10,"13,926","35,976",1,"100,000","86,074",-,1,,"38,196","26,246","9,872",2,-1,11,0,0,0,-,0,15,40,0,https://www.tiktok.com/@zezecod
118,7546388294167216142,zordoth,GO,1,7,@zordoth_,Gaming,LEVI,810,Y,1.00,9,106%,11,2,27,30,3,"15,368","39,701",1,"100,000","84,632",-,1,,"43,442","34,860","33,011",1,2,14,0,0,0,-,0,11,30,0,https://www.tiktok.com/@zordoth
117,7359139297569832965,jadelvega,GO,,25,@jadelvega.ismytiktok,,BRYTON,44,Y,1.00,6,70%,7,1,26,15,-11,"15,681","40,509",1,"100,000","84,319",Down,1,,"64,468","60,110",269,0,-1,5,0,0,0,-,0,8,20,0,https://www.tiktok.com/@jadelvega
124,7386895531936727041,foreveryapping,GO,,21,@maddieesoon,,LEVI,30,Y,1.00,5,59%,7,2,11,15,4,"12,540","32,395",1,"100,000","87,460",Down,1,,"13,367","1,186","2,163",-1,-1,1,"46,000","1,000","45,000",-,0,8,20,0,https://www.tiktok.com/@foreveryapping
127,7359137106595217413,catarina.cordle,GO,,2,@catarinac_22_27293,,LEVI,23,Y,1.00,5,59%,7,2,21,15,-6,"11,763","30,388",1,"100,000","88,237",Down,1,✧,"12,572",809,,2,,7,0,0,0,-,0,15,40,0,https://www.tiktok.com/@catarina.cordle
128,7587257848577441847,im.just.a.girly39,GO,1,4,@nicoles.here3,Gaming,BRYTON,35,Y,1.00,8,94%,11,3,28,30,2,"11,603","29,974",1,"100,000","88,397",-,1,,"65,665","69,958","55,811",5,5,35,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@im.just.a.girly39
129,7601657541499666487,princesscults,GO,1,2,@fairyincali,Gaming,LEVI,42,Y,1.00,9,106%,11,2,42,30,-12,"11,188","28,902",1,"100,000","88,812",-,1,✧,"19,792","17,262",,2,,10,0,0,0,-,0,15,40,0,https://www.tiktok.com/@princesscults
130,7571250938317651982,therealhambino,GO,0,5,@therealhambino,,BRYTON,118,Y,1.00,7,82%,8,1,16,20,4,"10,949","28,285",1,"100,000","89,051",-,1,,"20,903","15,029","13,082",1,2,10,0,0,0,-,0,11,30,0,https://www.tiktok.com/@therealhambino
131,7359139118909095942,sparksboi97,GO,,25,@sparksboi97_16265,,CARRINGTON,18,Y,1.00,0,0%,7,7,1,15,14,"10,829","27,975",1,"300,000","289,171",Down,3,,"26,345","290,770","2,317,678",0,4,40,"8,500","8,500",0,1x,0,8,20,0,https://www.tiktok.com/@sparksboi97
125,7459183456464044048,girldaddy20,GO,2,15,@thornton23,,BRYTON,31,Y,1.00,11,129%,15,4,31,40,9,"12,539","32,392",1,"100,000","87,461",-,1,,"23,570","11,038",0,-1,-1,7,"2,000","2,000",0,-,0,8,20,0,https://www.tiktok.com/@girldaddy20
133,7545275004133523470,1codybentley,GO,,7,@1codybentley,Gaming,BRYTON,33,Y,1.00,5,59%,7,2,21,15,-6,"10,254","26,490",1,"100,000","89,746",Down,1,,"10,299",285,"2,796",-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@1codybentley
119,7359136220175237125,samuelciafaloni,GO,,14,@crippychuffy2786,,LEVI,52,Y,1.00,5,59%,7,2,19,15,-4,"14,735","38,065",1,"200,000","185,265",Down,2,,"32,016","140,248","44,391",1,1,14,"8,000","6,000","2,000",-,0,11,30,0,https://www.tiktok.com/@samuelciafaloni
134,7556036369030823991,perfectaimm,GO,0,6,,,LEVI,499,Y,1.00,9,106%,8,-1,16,20,4,"10,116","26,133",1,"100,000","89,884",-,1,,"13,157","5,477","17,344",2,2,13,0,0,0,-,0,15,40,0,https://www.tiktok.com/@perfectaimm
135,7359134710397763589,swug_asmr,GO,,43,@samtamb,ASMR,LEVI,94,Y,1.00,2,23%,7,5,6,15,9,"9,590","24,774",1,"100,000","90,410",Down,1,,"42,368","44,228","74,083",0,1,8,"19,250",0,"19,250",-,0,8,20,0,https://www.tiktok.com/@swug_asmr
136,7449907460980310033,tattedandspicy,GO,2,16,@tattedandspicy,,CARRINGTON,38,Y,1.00,11,129%,15,4,36,40,4,"9,526","24,609",1,"100,000","90,474",-,1,,"72,742","83,960","92,241",5,5,37,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@tattedandspicy
132,7592009074502451213,clovonet02,GO,0,3,@clovonet8977,Gaming,LEVI,55,Y,1.00,7,82%,8,1,27,20,-7,"10,451","26,998",1,"100,000","89,549",-,1,✧,"20,193","18,620","8,654",5,3,25,0,0,0,-,0,22,80,0,https://www.tiktok.com/@clovonet02
141,7359134530801958917,relaxwithrissa,GO,,3,@rissa5605,ASMR,LEVI,146,Y,1.00,2,23%,7,5,5,15,10,"8,609","22,240",1,"100,000","91,391",Down,1,✧,"16,832","17,843","1,927",-1,-1,1,"2,750",0,"2,750",-,0,8,20,0,https://www.tiktok.com/@relaxwithrissa
139,7460667880711995408,aquarius5518,GO,1,15,@pennycarillo,,LEVI,218,Y,1.00,10,117%,11,1,35,30,-5,"8,693","22,457",1,"100,000","91,307",-,1,,"13,556","7,146","2,447",2,0,10,"18,750","18,000",750,-,0,15,40,0,https://www.tiktok.com/@aquarius5518
142,7546060436458979383,raven4life79,GO,,5,@raven1mindy,,SVEN,71,Y,1.00,5,59%,7,2,17,15,-2,"8,068","20,842",1,"100,000","91,932",Down,1,,"13,386","5,900","4,006",1,2,9,0,0,0,-,0,11,30,0,https://www.tiktok.com/@raven4life79
137,7577930487646306318,lancektyree,GO,2,2,@lancek.tyree,,LEVI,40,Y,1.00,11,129%,15,4,46,40,-6,"9,396","24,273",1,"100,000","90,604",-,1,✧,"16,445","7,049",,5,,22,0,0,0,-,0,22,80,0,https://www.tiktok.com/@lancektyree
143,7451027162578255889,skullznbowlz,GO,2,16,,,SIERRA,24,Y,1.00,12,141%,15,3,64,40,-24,"7,915","20,447",1,"100,000","92,085",-,1,,"27,586","25,744","42,171",5,5,33,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@skullznbowlz
126,7615464895412453389,sweetvirgo381,GO,,1,@sweetvirgo381,,LEVI,20,Y,0.71,3,35%,7,4,5,15,10,"12,113","31,292",1,"100,000","87,887",Down,1,✧,"12,113",,,,,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@sweetvirgo381
116,7491102902766043137,turkcotton,GO,,12,@turkishcotton,,BRYTON,165,Y,1.00,0,0%,7,7,4,15,11,"16,208","41,871",1,"100,000","83,792",Down,1,,"50,702","37,897","18,232",-1,-1,2,"11,250",0,"11,250",-,0,8,20,0,https://www.tiktok.com/@turkcotton
146,7391102885259690001,riahx2x,GO,,21,@riahx319,,LEVI,26,Y,1.00,7,82%,7,0,13,15,2,"7,053","18,220",1,"100,000","92,947",Down,1,,"22,155","17,797","4,172",1,-1,4,0,0,0,-,0,11,30,0,https://www.tiktok.com/@riahx2x
147,7595842605108445239,tarotbymoonbeam,GO,,3,@b_moonbeam,,LEVI,56,Y,1.00,1,12%,7,6,4,15,11,"6,883","17,781",1,"100,000","93,117",Down,1,✧,"15,765","21,635","30,931",-1,2,7,0,0,0,-,0,8,20,0,https://www.tiktok.com/@tarotbymoonbeam
148,7524495263340298257,suaskiiii,GO,,9,@suaskiiii,,LEVI,31,Y,1.00,5,59%,7,2,9,15,6,"6,744","17,422",1,"100,000","93,256",Down,1,,"13,999","12,794","4,906",2,0,7,0,0,0,-,0,15,40,0,https://www.tiktok.com/@suaskiiii
138,7451459387350319120,its_your_girl490,GO,,16,@talithagrimmett,,SVEN,51,Y,1.00,2,23%,7,5,8,15,7,"9,111","23,537",1,"100,000","90,889",Down,1,,"9,169",58,0,-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@its_your_girl490
151,7522981364623441936,keepingupwithfridahoeft_,GO,,9,@itsfridababy_24668,,LEVI,7,Y,1.00,3,35%,7,4,7,15,8,"6,301","16,278",1,"100,000","93,699",Down,1,,"25,629","24,580","3,361",-1,-1,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@keepingupwithfridahoeft_
152,7359137865995091974,siren_ofthe_stars,GO,,27,@siren_ofthe_stars,,LEVI,8,Y,1.00,3,35%,7,4,8,15,7,"6,267","16,190",1,"100,000","93,733",Down,1,,"16,132","13,456","85,253",0,0,4,"13,400","3,000","10,400",-,0,8,20,0,https://www.tiktok.com/@siren_ofthe_stars
153,7359138377117106181,drewcasta,GO,2,26,@drewcasta,Gaming,LEVI,36,Y,1.00,11,129%,15,4,34,40,6,"6,232","16,099",1,"100,000","93,768",-,1,,"8,894","2,851","5,865",2,1,15,"2,750",0,"2,750",-,0,15,40,0,https://www.tiktok.com/@drewcasta
154,7359138931742474246,brandonthebabe,GO,,13,@brandonthebabens_43826,,LEVI,21,Y,1.00,6,70%,7,1,15,15,0,"6,048","15,624",1,"100,000","93,952",Down,1,,"11,751","5,711",878,1,-1,4,0,0,0,-,0,11,30,0,https://www.tiktok.com/@brandonthebabe
150,7423558659491381249,amysalcedo5,GO,,3,@amy070169,,JOE,101,Y,1.00,3,35%,7,4,4,15,11,"6,307","16,293",1,"100,000","93,693",Down,1,✧,"23,472","22,356","1,715",5,3,25,0,0,0,-,0,22,80,0,https://www.tiktok.com/@amysalcedo5
156,7568976409566298126,lowrainnn1,GO,,5,@lowrainnn,,JOE,6,Y,1.00,1,12%,7,6,4,15,11,"5,456","14,095",1,"100,000","94,544",Down,1,,"26,978","21,522","57,258",0,0,4,0,0,0,-,0,8,20,0,https://www.tiktok.com/@lowrainnn1
157,7592049908509818894,ash_bittickkk,GO,,3,@ashleybittick,,ASHLEY,19,Y,1.00,2,23%,7,5,4,15,11,"5,380","13,898",1,"100,000","94,620",Down,1,✧,"18,345","21,167","32,236",-1,0,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@ash_bittickkk
158,7359135264155140102,umparker,GO,,35,@chipy.,Gaming,LEVI,1,Y,1.00,1,12%,7,6,2,15,13,"5,330","13,769",1,"100,000","94,670",Down,1,,"22,671","17,341","18,128",-1,2,6,0,0,0,-,0,8,20,0,https://www.tiktok.com/@umparker
159,7359135347281985541,first.lady.jay2.0,GO,,35,@firstladyjay,,LEVI,20,Y,1.00,2,23%,7,5,6,15,9,"5,249","13,560",1,"100,000","94,751",Down,1,,"14,812","9,563",100,-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@first.lady.jay2.0
140,7423567910435635217,xx_destmarie,GO,0,5,@destmarie25,,LEVI,419,Y,1.00,7,82%,8,1,32,20,-12,"8,670","22,398",1,"100,000","91,330",-,1,,"10,526","2,756","18,096",-1,1,4,0,0,0,-,0,8,20,0,https://www.tiktok.com/@xx_destmarie
160,7481449047811964929,thecluelessbunny,GO,,4,@thecluelessbunny,Gaming,CARRINGTON,79,Y,1.00,1,12%,7,6,4,15,11,"5,082","13,129",1,"500,000","494,918",Down,4,,"166,123","322,897","313,468",1,4,36,"21,000","16,000","5,000",1x,"5,000",11,30,0,https://www.tiktok.com/@thecluelessbunny
161,7359134964962623494,.dianaaa__,GO,,39,@diannaa.xo,,LEVI,1,Y,1.00,1,12%,7,6,1,15,14,"4,802","12,405",1,"100,000","95,198",Down,1,,"27,833","28,935","9,359",-1,-1,2,"1,500",0,"1,500",-,0,8,20,0,https://www.tiktok.com/@.dianaaa__
144,7579814318795997197,gudinoashley,GO,0,4,@ajgudino87,,LEVI,85,Y,1.00,7,82%,8,1,20,20,0,"7,784","20,109",1,"100,000","92,216",-,1,,"19,072","15,253","8,508",1,1,7,0,0,0,-,0,11,30,0,https://www.tiktok.com/@gudinoashley
164,7359135084660129797,jordan_shier,GO,,20,,,LEVI,935,Y,1.00,4,47%,7,3,8,15,7,"4,258","11,000",1,"100,000","95,742",Down,1,,"25,306","25,993",20,2,-1,8,0,0,0,-,0,15,40,0,https://www.tiktok.com/@jordan_shier
166,7454734552142118928,thewhisperfaerieasmr,GO,,15,@thewhisperfaerieasmr,ASMR,SIERRA,30,Y,1.00,1,12%,7,6,1,15,14,"4,205","10,863",1,"100,000","95,795",Down,1,,"4,205",0,"1,685",-1,-1,1,"46,750","46,750",0,-,0,8,20,0,https://www.tiktok.com/@thewhisperfaerieasmr
167,7359139280323182598,t1dfighter03_24_12,GO,,25,,,LEVI,17,Y,1.00,2,23%,7,5,8,15,7,"4,156","10,736",1,"100,000","95,844",Down,1,,"15,876","12,376","11,445",0,0,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@t1dfighter03_24_12
165,7598661055547654158,kinggemini285,GO,1,3,@fantastic_fawn_45277,,LEVI,272,Y,1.00,10,117%,11,1,33,30,-3,"4,209","10,873",1,"100,000","95,791",-,1,✧,"9,749","18,728","6,087",4,5,28,0,0,0,-,0,22,80,0,https://www.tiktok.com/@kinggemini285
155,7359137901097025542,hunterbenjamin3,GO,,1,@hunterbenjamin,,LEVI,13,Y,0.84,2,23%,7,5,8,15,7,"5,940","15,345",1,"100,000","94,060",Down,1,✧,"5,940",,,,,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@hunterbenjamin3
162,7537116061758636045,kes_014,GO,,8,@kes014,,LEVI,12,Y,1.00,10,117%,7,-3,12,15,3,"4,460","11,522",1,"100,000","95,540",Down,1,,"9,783","6,093","3,129",1,0,4,0,0,0,-,0,11,30,0,https://www.tiktok.com/@kes_014
168,7591301261329285175,queen_maddy_1202,GO,,3,@queen_maddy_1202,Gaming,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"4,030","10,411",1,"100,000","95,970",Down,1,✧,"5,030","1,350","32,725",-1,0,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@queen_maddy_1202
169,7359135112296071173,thomasetv3000,GO,,37,@bentleyb,,LEVI,0,Y,1.00,0,0%,7,7,1,15,14,"3,996","10,323",1,"100,000","96,004",Down,1,,"12,523","16,292","5,412",-1,-1,1,"3,500",0,"3,500",-,0,8,20,0,https://www.tiktok.com/@thomasetv3000
163,7426157075610468368,yaticasimagination,GO,1,8,@yatica,Gaming,LEVI,158,Y,1.00,8,94%,11,3,40,30,-10,"4,349","11,235",1,"100,000","95,651",-,1,,"4,767",418,"2,065",0,2,10,0,0,0,-,0,8,20,0,https://www.tiktok.com/@yaticasimagination
170,7595741738505879565,jamjamish,GO,,3,,,BRYTON,7,Y,1.00,1,12%,7,6,2,15,13,"3,563","9,204",1,"100,000","96,437",Down,1,✧,"3,983","10,074","93,480",-1,2,8,0,0,0,-,0,8,20,0,https://www.tiktok.com/@jamjamish
171,7473189073168121873,bridgetryan,GO,,14,@bridget0274,,LEVI,77,Y,1.00,2,23%,7,5,4,15,11,"3,446","8,902",1,"100,000","96,554",Down,1,,"30,774","33,585","91,968",0,2,10,"15,000","15,000",0,-,0,8,20,0,https://www.tiktok.com/@bridgetryan
172,7603413642771447822,lilashiesty,GO,,2,,,LEVI,30,Y,1.00,1,12%,7,6,4,15,11,"3,439","8,884",1,"100,000","96,561",Down,1,✧,"56,459","54,514",,1,,6,0,0,0,-,0,11,30,0,https://www.tiktok.com/@lilashiesty
175,7507054085481431056,_mrs.robinson_,GO,1,11,,,LEVI,6,Y,1.00,10,117%,11,1,40,30,-10,"3,227","8,336",1,"100,000","96,773",-,1,,"4,251","1,240",987,3,2,18,0,0,0,-,0,18,60,0,https://www.tiktok.com/@_mrs.robinson_
176,7359136208573792261,mikaylaa.10,GO,,31,@mikaylaa10,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"3,188","8,236",1,"100,000","96,812",Down,1,,"3,443",455,"1,603",-1,-1,1,"21,575","3,200","18,375",-,0,8,20,0,https://www.tiktok.com/@mikaylaa.10
173,7578672537446694925,cottonsnivy,GO,1,4,@cottonsnivy,Gaming,CARRINGTON,268,Y,1.00,10,117%,11,1,33,30,-3,"3,369","8,703",1,"100,000","96,631",-,1,,"30,405","61,589","193,910",3,4,32,"5,000","5,000",0,1x,0,18,60,0,https://www.tiktok.com/@cottonsnivy
177,7370643117634224145,beautiful_soul_25,GO,,17,@queen_nala_,,LEVI,36,Y,1.00,4,47%,7,3,9,15,6,"3,100","8,008",1,"100,000","96,900",Down,1,,"11,549","11,028","24,442",0,2,7,"2,000",0,0,-,0,8,20,0,https://www.tiktok.com/@beautiful_soul_25
178,7359139642425507846,ctsorrell,GO,,24,@ctsorrell23,,LEVI,3,Y,1.00,1,12%,7,6,1,15,14,"3,065","7,918",1,"100,000","96,935",Down,1,,"4,261","1,335",0,-1,-1,1,"15,500",0,"15,500",-,0,8,20,0,https://www.tiktok.com/@ctsorrell
179,7359134578394529797,fathernewman,GO,,7,@fathernewman21,Gaming,SVEN,4,Y,1.00,5,59%,7,2,18,15,-3,"3,044","7,864",1,"100,000","96,956",Down,1,,"4,192","3,344",526,3,4,21,0,0,0,-,0,18,60,0,https://www.tiktok.com/@fathernewman
174,7359139692660588549,invictaxilexx,GO,,24,,,LEVI,2,Y,1.00,0,0%,7,7,3,15,12,"3,346","8,644",1,"100,000","96,654",Down,1,,"5,773","5,613","4,311",-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@invictaxilexx
180,7359136385644658693,joelerdmann_,GO,,30,@joelerdmann,,LEVI,24,Y,1.00,0,0%,7,7,0,15,15,"3,030","7,828",1,"100,000","96,970",Down,1,,"4,497","1,467","3,451",-1,-1,1,"4,750",0,"4,750",-,0,8,20,0,https://www.tiktok.com/@joelerdmann_
181,7392861575922827280,risingwithcristina,GO,,8,@cristinaallwitchy,,LEVI,13,Y,1.00,2,23%,7,5,5,15,10,"2,762","7,135",1,"100,000","97,238",Down,1,,"4,870","3,240",279,-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@risingwithcristina
182,7359138345219293189,happilyengaged2011,GO,,26,@loverallthetime,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"2,702","6,980",1,"100,000","97,298",Down,1,,"8,854","8,594",908,-1,-1,1,"2,000",0,"2,000",-,0,8,20,0,https://www.tiktok.com/@happilyengaged2011
183,7510767609743343632,arivassallo914,GO,1,10,@lasirena9149471,Gaming,SVEN,37,Y,1.00,9,106%,11,2,28,30,2,"2,683","6,931",1,"100,000","97,317",-,1,,"3,401","4,725","6,728",0,3,13,0,0,0,-,0,8,20,0,https://www.tiktok.com/@arivassallo914
185,7410415784117436432,popcultkillers,GO,,2,@popcultkillers,,LEVI,3,Y,1.00,1,12%,7,6,4,15,11,"2,544","6,572",1,"100,000","97,456",Down,1,✧,"12,477","9,933",,0,,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@popcultkillers
373,7561842881749893134,,GO,,1516,@matt031475,,#N/A,,Y,1.00,,0%,7,7,0,15,15,0,0,1,"100,000","100,000",#N/A,1,#N/A,"2,724",302,"5,579",-1,-1,,0,0,0,#N/A,,8,20,0,
187,7390068722897174529,softglamasmr,GO,,8,@makeupbystephiemarie,,LEVI,121,Y,1.00,5,59%,7,2,8,15,7,"2,383","6,156",1,"100,000","97,617",Down,1,,"14,263","22,831","23,590",1,1,7,0,0,0,-,0,11,30,0,https://www.tiktok.com/@softglamasmr
190,7554063085410172941,madysen_luebke,GO,,2,@madyyy211,,ALLIE,31,Y,1.00,4,47%,7,3,9,15,6,"2,138","5,523",1,"100,000","97,862",Down,1,✧,"2,161",23,,-1,,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@madysen_luebke
191,7359135732201488390,toxic_luigi69,GO,,33,@toxic_luigi,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"2,132","5,508",1,"100,000","97,868",Down,1,,"13,717","12,297","10,976",-1,-1,1,"2,500",0,"2,500",-,0,8,20,0,https://www.tiktok.com/@toxic_luigi69
188,7535567490525675533,nita_b1068,GO,,8,@azphillips78,,DYLAN,9,Y,1.00,2,23%,7,5,9,15,6,"2,189","5,655",1,"100,000","97,811",Down,1,,"4,954","5,210","15,145",-1,0,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@nita_b1068
192,7556036722329698317,blessxblessx,GO,1,6,@blessx6975,Gaming,LEVI,14,Y,1.00,9,106%,11,2,71,30,-41,"2,076","5,363",1,"100,000","97,924",-,1,,"4,299","3,058","23,514",-1,1,6,0,0,0,-,0,8,20,0,https://www.tiktok.com/@blessxblessx
184,7359134498598158342,caleb_caldwell1,GO,,48,@calebcaldwell,Gaming,LEVI,59,Y,1.00,2,23%,7,5,3,15,12,"2,550","6,588",1,"100,000","97,450",Down,1,,"4,750","2,649","9,426",-1,-1,1,"83,125",0,"83,125",-,0,8,20,0,https://www.tiktok.com/@caleb_caldwell1
193,7603144665814122510,slaydrigaming,GO,,2,@adri.13,Gaming,LEVI,313,Y,1.00,6,70%,7,1,16,15,-1,"2,029","5,242",1,"100,000","97,971",Down,1,✧,"2,372",350,,0,,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@slaydrigaming
195,7402976045227556880,lyvidyka,GO,,13,@lyvidyka,,LEVI,0,Y,1.00,1,12%,7,6,3,15,12,"1,883","4,864",1,"100,000","98,117",Down,1,,"1,883",0,394,-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@lyvidyka
196,7455857931691507713,sebastianadamick,GO,1,15,@stretchbat92674,,LEVI,2,Y,1.00,12,141%,11,-1,28,30,2,"1,871","4,833",1,"100,000","98,129",-,1,,"7,247","8,444","1,787",2,3,18,"8,000","12,000","-4,000",-,0,15,40,0,https://www.tiktok.com/@sebastianadamick
189,7399857919480840209,inside_the_autistic_mind,GO,,8,@gracied28,,BRYTON,1,Y,1.00,3,35%,7,4,9,15,6,"2,180","5,632",1,"100,000","97,820",Down,1,,"13,472","12,093","12,920",-1,0,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@inside_the_autistic_mind
198,7359137468723200006,niatravelstome,GO,,9,@bloomings0ul,,LEVI,26,Y,1.00,5,59%,7,2,11,15,4,"1,755","4,534",1,"100,000","98,245",Down,1,,"2,704","1,060","3,375",-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@niatravelstome
197,7359139426389262342,poecelain,GO,0,25,,,SVEN,28,Y,1.00,7,82%,8,1,20,20,0,"1,814","4,686",1,"100,000","98,186",-,1,,"6,484","12,513","37,298",2,5,23,0,0,0,-,0,15,40,0,https://www.tiktok.com/@poecelain
199,7359139443036389382,hotsenorita2,GO,,20,@riak2977,Gaming,LEVI,7,Y,1.00,3,35%,7,4,7,15,8,"1,674","4,325",1,"100,000","98,326",Down,1,,"1,812",193,167,0,1,4,"6,000","6,000",0,-,0,8,20,0,https://www.tiktok.com/@hotsenorita2
200,7379128586931929104,kingeloteroman,GO,,22,,,LEVI,33,Y,1.00,5,59%,7,2,29,15,-14,"1,664","4,299",1,"100,000","98,336",Down,1,,"8,222","6,668","7,533",4,4,24,"10,000",0,"10,000",-,0,22,80,0,https://www.tiktok.com/@kingeloteroman
201,7495549920183648257,accountnot.found.32,GO,,12,@accountnot.found29,,COLTON,0,Y,1.00,0,0%,7,7,0,15,15,"1,651","4,265",1,"100,000","98,349",Down,1,,"2,656","2,318",225,-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@accountnot.found.32
203,7359139453274947589,angeleyez39,GO,,25,@angeleyez39,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"1,588","4,102",1,"100,000","98,412",Down,1,,"1,588",0,"55,476",-1,-1,2,"1,750",0,"1,750",-,0,8,20,0,https://www.tiktok.com/@angeleyez39
204,7507826762513154064,natures_kill,GO,1,11,@vonature,Gaming,CARRINGTON,14,Y,1.00,9,106%,11,2,34,30,-4,"1,575","4,069",1,"100,000","98,425",-,1,,"16,280","16,893","5,217",5,5,31,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@natures_kill
205,7585682806014132279,alexshopsfar3,GO,0,4,@alexshopsfar,,LEVI,49,Y,1.00,7,82%,8,1,18,20,2,"1,558","4,025",1,"100,000","98,442",-,1,,"1,839",568,"1,308",0,2,8,0,0,0,-,0,8,20,0,https://www.tiktok.com/@alexshopsfar3
194,7612028316274475022,tyrellgreenlee,GO,,1,@tyrellgreenlee,,LEVI,11,Y,1.00,5,59%,7,2,10,15,5,"1,922","4,965",1,"100,000","98,078",Down,1,✧,"1,922",,,,,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@tyrellgreenlee
206,7513023387602829313,wildstr8,GO,,5,@envision118795,,LEVI,197,Y,1.00,4,47%,7,3,8,15,7,"1,476","3,813",1,"100,000","98,524",Down,1,,"2,578","1,192","3,126",-1,0,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@wildstr8
202,7504020275906740240,thecontroversialblonde,GO,,11,@thecontroversialblonde,,SVEN,0,Y,1.00,0,0%,7,7,0,15,15,"1,612","4,164",1,"100,000","98,388",Down,1,,"9,455","8,764","12,658",-1,-1,1,"2,500","2,500",0,-,0,8,20,0,https://www.tiktok.com/@thecontroversialblonde
