,Host,3/5,,Level,Month,Discord,Badge,Agent,New,Active,Prorate,Days,Day Pace,Days Goal,Days Left,Hours,Hrs Goal,Hours Left,💎,💎 Pace,Tier,Tier Goal,Tier Left,Tier Status,Tier LM,Grad,💎 Last 30,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,Days Month,Hours Month,Link
83,7359135184236642309,voyce89,GO,,36,@voyce89,Music,CARRINGTON,29,Y,1.00,1,28%,7,6,2,15,13,"17,687","109,659",1,"300,000","282,313",Down,3,,"308,450","288,595","232,065",1,2,31,"93,250",0,"49,250",1x,"49,250",11,30,https://www.tiktok.com/@voyce89
84,7359134701724041221,yourfavderek,GO,,43,@officialderek,,CARRINGTON,26,Y,1.00,5,141%,7,2,19,15,-4,"17,138","106,256",1,"200,000","182,862",Down,2,,"6,839","143,803","84,263",4,3,31,"15,000",0,0,1x,0,22,80,https://www.tiktok.com/@yourfavderek
85,7554923198903795767,onemanelectricalband,GO,,7,@onemanelectricalband,Music,LEVI,87,Y,1.00,1,28%,7,6,4,15,11,"17,051","105,716",1,"100,000","82,949",Down,1,,"58,144","87,138","133,361",0,0,11,0,0,0,-,0,8,20,https://www.tiktok.com/@onemanelectricalband
86,7467472515904831489,backwoodscaiden,GO,,14,@backwoodscaiden2025,Gaming,BRYTON,14,Y,1.00,3,85%,7,4,12,15,3,"15,576","96,571",1,"100,000","84,424",Down,1,,"3,305","35,735","13,432",1,0,5,"11,000",0,"-4,000",-,0,11,30,https://www.tiktok.com/@backwoodscaiden
87,7364134731081924609,modern_ragnar_1.0,GO,,23,,,LEVI,8,Y,1.00,0,0%,7,7,0,15,15,"15,509","96,156",1,"100,000","84,491",Down,1,,"880,083","50,553","11,333",-1,-1,3,0,0,0,-,0,8,20,https://www.tiktok.com/@modern_ragnar_1.0
88,7577837917884858382,whoistatumbittick,GO,,5,@tatumbittick,,ASHLEY,59,Y,1.00,0,0%,7,7,0,15,15,"15,486","96,013",1,"200,000","184,514",Down,2,,"2,103,565","111,050","405,094",-1,-1,17,0,0,0,-,0,8,20,https://www.tiktok.com/@whoistatumbittick
89,7359135172404740102,steven_dean,GO,,36,@steven_dean.,,LEVI,213,Y,1.00,3,85%,7,4,8,15,7,"14,615","90,613",1,"100,000","85,385",Down,1,,"1,252,464","31,536","37,650",0,-1,4,"9,975",0,"9,975",-,0,8,20,https://www.tiktok.com/@steven_dean
90,7570175504641474574,foolishondemkeyz,GO,,5,@foofoo29.,,TRE,110,Y,1.00,4,113%,7,3,19,15,-4,"14,226","88,201",1,"100,000","85,774",Down,1,,"3,549","60,682","191,382",5,5,41,"5,000",0,"5,000",1x,"5,000",22,80,https://www.tiktok.com/@foolishondemkeyz
91,7549665746826281015,official.kim20,GO,,7,@kimbroroberts,,CARRINGTON,85,Y,1.00,4,113%,7,3,12,15,3,"12,929","80,160",1,"200,000","187,071",Down,2,,"82,852","156,165","334,659",5,4,45,"2,000",0,"2,000",1x,"2,000",22,80,https://www.tiktok.com/@official.kim20
92,7612102618529185806,ajsrantroom,GO,,1,@ajsrantroom,,LEVI,46,Y,1.00,3,85%,7,4,9,15,6,"12,346","76,545",1,"100,000","87,654",Down,1,✧,"1,521,535",,,,,1,0,0,0,-,0,8,20,https://www.tiktok.com/@ajsrantroom
93,7359135632007921670,24widmar,GO,,33,@gymlordmarkus,,LEVI,27,Y,1.00,2,56%,7,5,4,15,11,"12,208","75,690",1,"200,000","187,792",Down,2,,"478,361","120,245","126,062",1,2,20,"111,600",0,0,-,0,11,30,https://www.tiktok.com/@24widmar
94,7359134698641162245,roostersworld4,GO,,43,@roostersworld98,,LEVI,378,Y,1.00,5,141%,7,2,25,15,-10,"12,174","75,479",1,"100,000","87,826",Down,1,,"316,997","28,017","28,817",4,3,23,0,0,0,-,0,22,80,https://www.tiktok.com/@roostersworld4
95,7359139572674232325,moji.music,GO,,24,@mojigallomusic,Music,LEVI,8,Y,1.00,1,28%,7,6,3,15,12,"12,142","75,280",1,"100,000","87,858",Down,1,,"39,525","5,675","76,144",-1,0,4,"7,750",0,"7,250",-,0,8,20,https://www.tiktok.com/@moji.music
96,7537793382597410829,svendranoel,GO,,8,@svendranoel,Gaming,CARRINGTON,2,Y,1.00,0,0%,7,7,0,15,15,"10,994","68,163",1,"100,000","89,006",Down,1,,"17,639","77,938","1,278,145",0,4,34,"102,000","78,000",0,1x,0,8,20,https://www.tiktok.com/@svendranoel
97,7587257848577441847,im.just.a.girly39,GO,,4,@nicoles.here3,Gaming,BRYTON,14,Y,1.00,3,85%,7,4,11,15,4,"10,755","66,681",1,"100,000","89,245",Down,1,,"1,769","69,958","55,811",5,5,35,0,0,0,1x,0,22,80,https://www.tiktok.com/@im.just.a.girly39
98,7359138475368513541,scarlettjlopez,GO,,26,@scarlettlope,,CARRINGTON,2,Y,1.00,1,28%,7,6,1,15,14,"10,754","66,675",1,"1,000,000","989,246",Down,5,,"190,243","512,014","391,605",1,0,30,"98,000",0,"37,000",1x,"37,000",11,30,https://www.tiktok.com/@scarlettjlopez
99,7589643748636868663,miss__kimmy,GO,,3,@kimmys_8_46425,,ASHLEY,36,Y,1.00,5,141%,7,2,11,15,4,"10,690","66,278",1,"100,000","89,310",Down,1,✧,"14,340","72,202","68,620",2,3,20,0,0,0,-,0,15,40,https://www.tiktok.com/@miss__kimmy
100,7359137106595217413,catarina.cordle,GO,,2,@catarinac_22_27293,,LEVI,18,Y,1.00,3,85%,7,4,15,15,0,"10,638","65,956",1,"100,000","89,362",Down,1,✧,"63,008",809,,2,,7,0,0,0,-,0,15,40,https://www.tiktok.com/@catarina.cordle
101,7581641735269302327,battyfog,GO,,4,@battyfog,Gaming,ALLIE,45,Y,1.00,4,113%,7,3,9,15,6,"9,421","58,410",1,"100,000","90,579",Down,1,,"56,407","28,935","73,730",2,4,22,0,0,0,-,0,15,40,https://www.tiktok.com/@battyfog
102,7359139118909095942,sparksboi97,GO,,25,@sparksboi97_16265,,CARRINGTON,7,Y,1.00,0,0%,7,7,0,15,15,"9,360","58,032",1,"300,000","290,640",Down,3,,"596,477","290,770","2,317,678",0,4,45,"8,500",0,0,1x,0,8,20,https://www.tiktok.com/@sparksboi97
103,7359136328962801669,dougielifts,GO,,31,@dougie9192,,CARRINGTON,56,Y,1.00,3,85%,7,4,13,15,2,"9,261","57,418",1,"200,000","190,739",Down,2,,"46,323","174,493","278,408",5,5,48,"13,250",0,"13,250",1x,"13,250",22,80,https://www.tiktok.com/@dougielifts
104,7368835057600970768,badgirlbritt2,GO,,2,,,LEVI,26,Y,1.00,0,0%,7,7,1,15,14,"9,071","56,240",1,"100,000","90,929",Down,1,✧,"52,016","17,634",,-1,,1,"1,250",0,"1,250",-,0,8,20,https://www.tiktok.com/@badgirlbritt2
105,7405584046161412113,tbone_ga,GO,,20,@tbone_94912,,LEVI,46,Y,1.00,3,85%,7,4,8,15,7,"8,877","55,037",1,"100,000","91,123",Down,1,,"129,822","62,673","47,755",2,2,17,500,0,500,-,0,15,40,https://www.tiktok.com/@tbone_ga
106,7359134530801958917,relaxwithrissa,GO,,3,@rissa5605,ASMR,LEVI,146,Y,1.00,2,56%,7,5,5,15,10,"8,609","53,376",1,"100,000","91,391",Down,1,✧,"1,100,170","17,843","1,927",-1,-1,1,"2,750",0,"2,750",-,0,8,20,https://www.tiktok.com/@relaxwithrissa
107,7572411477894643767,cecelove320,GO,,5,@cecechristian,,CARRINGTON,16,Y,1.00,5,141%,7,2,14,15,1,"8,251","51,156",1,"200,000","191,749",Down,2,,"15,961","112,480","53,654",4,4,31,0,0,0,1x,0,22,80,https://www.tiktok.com/@cecelove320
108,7546388294167216142,zordoth,GO,,7,@zordoth_,Gaming,LEVI,451,Y,1.00,4,113%,7,3,13,15,2,"7,800","48,360",1,"100,000","92,200",Down,1,,"4,144,550","34,860","33,011",1,2,11,0,0,0,-,0,11,30,https://www.tiktok.com/@zordoth
109,7592009074502451213,clovonet02,GO,,3,@clovonet8977,Gaming,LEVI,51,Y,1.00,5,141%,7,2,24,15,-9,"7,577","46,977",1,"100,000","92,423",Down,1,✧,"3,886","18,620","8,654",5,3,24,0,0,0,-,0,22,80,https://www.tiktok.com/@clovonet02
110,7574878703558180919,southerncharm0726,GO,,5,@reba1977,,ASHLEY,1,Y,1.00,1,28%,7,6,1,15,14,"7,064","43,797",1,"100,000","92,936",Down,1,,"19,781","72,762","143,705",0,2,16,0,0,0,-,0,8,20,https://www.tiktok.com/@southerncharm0726
111,7571250938317651982,therealhambino,GO,,5,@therealhambino,,BRYTON,57,Y,1.00,4,113%,7,3,7,15,8,"6,290","38,998",1,"100,000","93,710",Down,1,,"8,790","15,029","13,082",1,2,9,0,0,0,-,0,11,30,https://www.tiktok.com/@therealhambino
112,7574516554717675575,fabtiff75,GO,,5,@tiffraz5,,LEVI,23,Y,1.00,4,113%,7,3,6,15,9,"6,207","38,483",1,"100,000","93,793",Down,1,,"53,938","39,304","33,363",3,5,26,0,0,0,-,0,18,60,https://www.tiktok.com/@fabtiff75
113,7591706464859734029,cherylplanb,GO,,3,@cherylsworld,,CARRINGTON,299,Y,1.00,5,141%,7,2,21,15,-6,"6,054","37,535",1,"100,000","93,946",Down,1,✧,"17,725","24,629",943,5,5,31,0,0,0,1x,0,22,80,https://www.tiktok.com/@cherylplanb
114,7601657541499666487,princesscults,GO,,2,@fairyincali,Gaming,LEVI,16,Y,1.00,4,113%,7,3,18,15,-3,"5,567","34,515",1,"100,000","94,433",Down,1,✧,"8,016","17,262",,2,,7,0,0,0,-,0,15,40,https://www.tiktok.com/@princesscults
115,7359138931742474246,brandonthebabe,GO,,13,@brandonthebabens_43826,,LEVI,8,Y,1.00,3,85%,7,4,7,15,8,"5,509","34,156",1,"100,000","94,491",Down,1,,"10,597","5,711",878,1,-1,4,0,0,0,-,0,11,30,https://www.tiktok.com/@brandonthebabe
116,7359135264155140102,umparker,GO,,35,@chipy.,Gaming,LEVI,1,Y,1.00,1,28%,7,6,2,15,13,"5,330","33,046",1,"100,000","94,670",Down,1,,"1,122,090","17,341","18,128",-1,2,6,0,0,0,-,0,8,20,https://www.tiktok.com/@umparker
117,7568212477285220366,mizzbabycakezz,GO,,5,@missbabycakezz,,LEVI,47,Y,1.00,3,85%,7,4,9,15,6,"5,145","31,899",1,"100,000","94,855",Down,1,,"1,880","51,250","1,218",2,-1,9,0,0,0,-,0,15,40,https://www.tiktok.com/@mizzbabycakezz
118,7594348083929006094,caroleens,GO,,3,@caroleens,Gaming,LEVI,49,Y,1.00,1,28%,7,6,2,15,13,"4,885","30,287",1,"100,000","95,115",Down,1,✧,"10,820","92,603","48,267",1,2,15,"1,000",0,"1,000",-,0,11,30,https://www.tiktok.com/@caroleens
119,7415856990070751233,zezecod,GO,,19,@zeze.ios_28371,,LEVI,207,Y,1.00,3,85%,7,4,10,15,5,"4,796","29,735",1,"100,000","95,204",Down,1,,"82,825","26,246","9,872",2,-1,8,0,0,0,-,0,15,40,https://www.tiktok.com/@zezecod
120,7460375701229912080,azyatk,GO,,5,@azyatk,Music,LEVI,61,Y,1.00,1,28%,7,6,2,15,13,"4,410","27,342",1,"500,000","495,590",Down,4,,"129,423","325,188","55,205",0,0,17,"10,000",0,"10,000",-,0,8,20,https://www.tiktok.com/@azyatk
121,7372047290040631312,shawtayquinn,GO,,23,@shawtayquinn,,BRYTON,81,Y,1.00,2,56%,7,5,6,15,9,"4,212","26,114",1,"100,000","95,788",Down,1,,"5,310","31,786",0,2,-1,8,0,0,0,-,0,15,40,https://www.tiktok.com/@shawtayquinn
122,7454734552142118928,thewhisperfaerieasmr,GO,,15,@thewhisperfaerieasmr,ASMR,SIERRA,30,Y,1.00,1,28%,7,6,1,15,14,"4,205","26,071",1,"100,000","95,795",Down,1,,"44,559",0,"1,685",-1,-1,1,"46,750",0,0,-,0,8,20,https://www.tiktok.com/@thewhisperfaerieasmr
123,7546060436458979383,raven4life79,GO,,5,@raven1mindy,,SVEN,43,Y,1.00,2,56%,7,5,7,15,8,"4,109","25,476",1,"100,000","95,891",Down,1,,"5,822","5,900","4,006",1,2,9,0,0,0,-,0,11,30,https://www.tiktok.com/@raven4life79
124,7591301261329285175,queen_maddy_1202,GO,,3,@queen_maddy_1202,Gaming,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"4,000","24,800",1,"100,000","96,000",Down,1,✧,472,"1,350","32,725",-1,0,2,0,0,0,-,0,8,20,https://www.tiktok.com/@queen_maddy_1202
125,7359139280323182598,t1dfighter03_24_12,GO,,25,,,LEVI,14,Y,1.00,1,28%,7,6,3,15,12,"3,838","23,796",1,"100,000","96,162",Down,1,,"9,778","12,376","11,445",0,0,2,0,0,0,-,0,8,20,https://www.tiktok.com/@t1dfighter03_24_12
126,7451027162578255889,skullznbowlz,GO,,16,,,SIERRA,9,Y,1.00,5,141%,7,2,28,15,-13,"3,808","23,610",1,"100,000","96,192",Down,1,,"75,322","25,744","42,171",5,5,32,0,0,0,1x,0,22,80,https://www.tiktok.com/@skullznbowlz
127,7359138377117106181,drewcasta,GO,,26,@drewcasta,Gaming,LEVI,11,Y,1.00,5,141%,7,2,15,15,0,"3,726","23,101",1,"100,000","96,274",Down,1,,"25,081","2,851","5,865",2,1,9,"2,750",0,"2,750",-,0,15,40,https://www.tiktok.com/@drewcasta
128,7571891553636073485,rawhn3y,GO,,5,@rawhn3y_91317,,LEVI,137,Y,1.00,0,0%,7,7,1,15,14,"3,619","22,438",1,"100,000","96,381",Down,1,,"58,621","93,639","325,879",0,2,22,0,0,0,-,0,8,20,https://www.tiktok.com/@rawhn3y
129,7473189073168121873,bridgetryan,GO,,14,@bridget0274,,LEVI,77,Y,1.00,2,56%,7,5,4,15,11,"3,446","21,365",1,"100,000","96,554",Down,1,,"751,651","33,585","91,968",0,2,11,"15,000",0,0,-,0,8,20,https://www.tiktok.com/@bridgetryan
130,7568976409566298126,lowrainnn1,GO,,5,@lowrainnn,,JOE,6,Y,1.00,1,28%,7,6,4,15,11,"3,292","20,410",1,"100,000","96,708",Down,1,,"4,471","21,522","57,258",0,0,5,0,0,0,-,0,8,20,https://www.tiktok.com/@lowrainnn1
131,7359137865995091974,siren_ofthe_stars,GO,,27,@siren_ofthe_stars,,LEVI,7,Y,1.00,2,56%,7,5,4,15,11,"3,200","19,840",1,"100,000","96,800",Down,1,,"45,975","13,456","85,253",0,0,5,"13,400",0,"10,400",-,0,8,20,https://www.tiktok.com/@siren_ofthe_stars
132,7507054085481431056,_mrs.robinson_,GO,,11,,,LEVI,3,Y,1.00,5,141%,7,2,23,15,-8,"3,134","19,431",1,"100,000","96,866",Down,1,,"55,001","1,240",987,3,2,15,0,0,0,-,0,18,60,https://www.tiktok.com/@_mrs.robinson_
133,7592049908509818894,ash_bittickkk,GO,,3,@ashleybittick,,ASHLEY,1,Y,1.00,0,0%,7,7,0,15,15,"3,112","19,294",1,"100,000","96,888",Down,1,✧,"3,127","21,167","32,236",-1,0,3,0,0,0,-,0,8,20,https://www.tiktok.com/@ash_bittickkk
134,7359134578394529797,fathernewman,GO,,7,@fathernewman21,Gaming,SVEN,0,Y,1.00,2,56%,7,5,10,15,5,"3,042","18,860",1,"100,000","96,958",Down,1,,"4,530,756","3,344",526,3,4,21,0,0,0,-,0,18,60,https://www.tiktok.com/@fathernewman
135,7359136385644658693,joelerdmann_,GO,,30,@joelerdmann,,LEVI,24,Y,1.00,0,0%,7,7,0,15,15,"3,030","18,786",1,"100,000","96,970",Down,1,,"34,262,853","1,467","3,451",-1,-1,1,"4,750",0,"4,750",-,0,8,20,https://www.tiktok.com/@joelerdmann_
136,7491102902766043137,turkcotton,GO,,12,@turkishcotton,,BRYTON,70,Y,1.00,0,0%,7,7,2,15,13,"2,973","18,433",1,"100,000","97,027",Down,1,,"1,016,225","37,897","18,232",-1,-1,2,"11,250",0,"11,250",-,0,8,20,https://www.tiktok.com/@turkcotton
137,7449907460980310033,tattedandspicy,GO,,16,@tattedandspicy,,CARRINGTON,19,Y,1.00,4,113%,7,3,8,15,7,"2,965","18,383",1,"100,000","97,035",Down,1,,"14,565","83,960","92,241",5,5,37,0,0,0,1x,0,22,80,https://www.tiktok.com/@tattedandspicy
138,7524495263340298257,suaskiiii,GO,,9,@suaskiiii,,LEVI,19,Y,1.00,3,85%,7,4,6,15,9,"2,951","18,296",1,"100,000","97,049",Down,1,,"86,038","12,794","4,906",2,0,7,0,0,0,-,0,15,40,https://www.tiktok.com/@suaskiiii
139,7359139297569832965,jadelvega,GO,,25,@jadelvega.ismytiktok,,BRYTON,13,Y,1.00,2,56%,7,5,8,15,7,"2,771","17,180",1,"100,000","97,229",Down,1,,"1,359","60,110",269,0,-1,5,0,0,0,-,0,8,20,https://www.tiktok.com/@jadelvega
140,7481449047811964929,thecluelessbunny,GO,,4,@thecluelessbunny,Gaming,CARRINGTON,39,Y,1.00,0,0%,7,7,1,15,14,"2,730","16,926",1,"500,000","497,270",Down,4,,"25,932","322,897","313,468",1,4,39,"21,000","16,000","5,000",1x,"5,000",11,30,https://www.tiktok.com/@thecluelessbunny
141,7359135084660129797,jordan_shier,GO,,20,,,LEVI,689,Y,1.00,2,56%,7,5,3,15,12,"2,728","16,914",1,"100,000","97,272",Down,1,,"341,631","25,993",20,2,-1,8,0,0,0,-,0,15,40,https://www.tiktok.com/@jordan_shier
142,7359134710397763589,swug_asmr,GO,,43,@samtamb,ASMR,LEVI,32,Y,1.00,1,28%,7,6,3,15,12,"2,698","16,728",1,"100,000","97,302",Down,1,,"365,318","44,228","74,083",0,1,9,"19,250",0,"19,250",-,0,8,20,https://www.tiktok.com/@swug_asmr
143,7359138297592938501,sonnybrightside,GO,,26,@sonnybrightside,,BRYTON,24,Y,1.00,3,85%,7,4,5,15,10,"2,667","16,535",1,"200,000","197,333",Down,2,,"10,393","136,851","142,042",0,2,18,"22,000",0,0,-,0,8,20,https://www.tiktok.com/@sonnybrightside
144,7460667880711995408,aquarius5518,GO,,15,@pennycarillo,,LEVI,69,Y,1.00,4,113%,7,3,14,15,1,"2,572","15,946",1,"100,000","97,428",Down,1,,"54,919","7,146","2,447",2,0,7,"18,750",0,750,-,0,15,40,https://www.tiktok.com/@aquarius5518
145,7410415784117436432,popcultkillers,GO,,2,@popcultkillers,,LEVI,3,Y,1.00,1,28%,7,6,4,15,11,"2,544","15,773",1,"100,000","97,456",Down,1,✧,"11,015","9,933",,0,,2,0,0,0,-,0,8,20,https://www.tiktok.com/@popcultkillers
146,7578672537446694925,cottonsnivy,GO,,4,@cottonsnivy,Gaming,CARRINGTON,112,Y,1.00,4,113%,7,3,17,15,-2,"2,495","15,469",1,"100,000","97,505",Down,1,,"113,723","61,589","193,910",3,4,32,"5,000","5,000",0,1x,0,18,60,https://www.tiktok.com/@cottonsnivy
147,7435830178007449617,its_gigi_babi,GO,,17,@gigi_babi,,LEVI,22,Y,1.00,3,85%,7,4,8,15,7,"2,494","15,463",1,"100,000","97,506",Down,1,,"44,591","61,207","34,581",4,3,25,0,0,0,-,0,22,80,https://www.tiktok.com/@its_gigi_babi
148,7561842881749893134,bath_matty,GO,,6,@matt031475,,SVEN,0,Y,1.00,2,56%,7,5,3,15,12,"2,335","14,477",1,"100,000","97,665",Down,1,,"1,026",302,"5,579",-1,-1,1,0,0,0,-,0,8,20,https://www.tiktok.com/@bath_matty
149,7595842605108445239,tarotbymoonbeam,GO,,3,@b_moonbeam,,LEVI,18,Y,1.00,0,0%,7,7,1,15,14,"2,310","14,322",1,"100,000","97,690",Down,1,✧,"59,080","21,635","30,931",-1,2,8,0,0,0,-,0,8,20,https://www.tiktok.com/@tarotbymoonbeam
150,7554981574454919223,stephintechnicolor,GO,,7,@stephild,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"2,160","13,392",1,"100,000","97,840",Down,1,,"1,511","48,180","38,878",-1,-1,4,"3,000",0,"2,000",-,0,8,20,https://www.tiktok.com/@stephintechnicolor
151,7573015023421997111,shemandigans,GO,,5,@shemandigans,,CARRINGTON,4,Y,1.00,1,28%,7,6,2,15,13,"2,147","13,311",1,"200,000","197,853",Down,2,,"3,077","115,095","308,304",1,4,30,0,0,0,1x,0,11,30,https://www.tiktok.com/@shemandigans
152,7370643117634224145,beautiful_soul_25,GO,,17,@queen_nala_,,LEVI,20,Y,1.00,2,56%,7,5,6,15,9,"2,070","12,834",1,"100,000","97,930",Down,1,,"15,886","11,028","24,442",0,2,8,"2,000",0,0,-,0,8,20,https://www.tiktok.com/@beautiful_soul_25
153,7577930487646306318,lancektyree,GO,,2,@lancek.tyree,,LEVI,18,Y,1.00,4,113%,7,3,21,15,-6,"2,029","12,580",1,"100,000","97,971",Down,1,✧,"3,374","7,049",,5,,16,0,0,0,-,0,22,80,https://www.tiktok.com/@lancektyree
154,7386895531936727041,foreveryapping,GO,,21,@maddieesoon,,LEVI,9,Y,1.00,2,56%,7,5,3,15,12,"2,028","12,574",1,"100,000","97,972",Down,1,,"47,083","1,186","2,163",-1,-1,1,"46,000",0,"45,000",-,0,8,20,https://www.tiktok.com/@foreveryapping
155,7359138345219293189,happilyengaged2011,GO,,26,@loverallthetime,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"1,906","11,817",1,"100,000","98,094",Down,1,,912,"8,594",908,-1,-1,1,"2,000",0,"2,000",-,0,8,20,https://www.tiktok.com/@happilyengaged2011
156,7392861575922827280,risingwithcristina,GO,,8,@cristinaallwitchy,,LEVI,8,Y,1.00,1,28%,7,6,2,15,13,"1,886","11,693",1,"100,000","98,114",Down,1,,"94,804","3,240",279,-1,-1,1,0,0,0,-,0,8,20,https://www.tiktok.com/@risingwithcristina
157,7402976045227556880,lyvidyka,GO,,13,@lyvidyka,,LEVI,0,Y,1.00,1,28%,7,6,3,15,12,"1,873","11,613",1,"100,000","98,127",Down,1,,"9,941",0,394,-1,-1,1,0,0,0,-,0,8,20,https://www.tiktok.com/@lyvidyka
158,7426157075610468368,yaticasimagination,GO,,8,@yatica,Gaming,LEVI,68,Y,1.00,3,85%,7,4,18,15,-3,"1,853","11,489",1,"100,000","98,147",Down,1,,"17,732",418,"2,065",0,2,7,0,0,0,-,0,8,20,https://www.tiktok.com/@yaticasimagination
159,7359139692660588549,invictaxilexx,GO,,24,,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"1,853","11,489",1,"100,000","98,147",Down,1,,"20,588","5,613","4,311",-1,-1,1,0,0,0,-,0,8,20,https://www.tiktok.com/@invictaxilexx
160,7359135347281985541,first.lady.jay2.0,GO,,35,@firstladyjay,,LEVI,4,Y,1.00,1,28%,7,6,1,15,14,"1,844","11,433",1,"100,000","98,156",Down,1,,"17,582","9,563",100,-1,-1,1,0,0,0,-,0,8,20,https://www.tiktok.com/@first.lady.jay2.0
161,7556036369030823991,perfectaimm,GO,,6,,,LEVI,160,Y,1.00,3,85%,7,4,5,15,10,"1,813","11,241",1,"100,000","98,187",Down,1,,"1,340,442","5,477","17,344",2,2,12,0,0,0,-,0,15,40,https://www.tiktok.com/@perfectaimm
162,7459183456464044048,girldaddy20,GO,,15,@thornton23,,BRYTON,18,Y,1.00,5,141%,7,2,12,15,3,"1,750","10,850",1,"100,000","98,250",Down,1,,"3,060","11,038",0,-1,-1,1,"2,000",0,0,-,0,8,20,https://www.tiktok.com/@girldaddy20
163,7603144665814122510,slaydrigaming,GO,,2,@adri.13,Gaming,LEVI,130,Y,1.00,3,85%,7,4,6,15,9,"1,723","10,683",1,"100,000","98,277",Down,1,✧,"384,517",350,,0,,2,0,0,0,-,0,8,20,https://www.tiktok.com/@slaydrigaming
164,7598661055547654158,kinggemini285,GO,,3,@fantastic_fawn_45277,,LEVI,62,Y,1.00,3,85%,7,4,9,15,6,"1,708","10,590",1,"100,000","98,292",Down,1,✧,"170,221","18,728","6,087",4,5,27,0,0,0,-,0,22,80,https://www.tiktok.com/@kinggemini285
165,7359139443036389382,hotsenorita2,GO,,20,@riak2977,Gaming,LEVI,4,Y,1.00,2,56%,7,5,6,15,9,"1,673","10,373",1,"100,000","98,327",Down,1,,"23,154",193,167,0,1,4,"6,000",0,0,-,0,8,20,https://www.tiktok.com/@hotsenorita2
166,7603413642771447822,lilashiesty,GO,,2,,,LEVI,14,Y,1.00,0,0%,7,7,1,15,14,"1,440","8,928",1,"100,000","98,560",Down,1,✧,"17,199","54,514",,1,,6,0,0,0,-,0,11,30,https://www.tiktok.com/@lilashiesty
167,7535567490525675533,nita_b1068,GO,,8,@azphillips78,,DYLAN,8,Y,1.00,1,28%,7,6,5,15,10,"1,358","8,420",1,"100,000","98,642",Down,1,,"4,260","5,210","15,145",-1,0,1,0,0,0,-,0,8,20,https://www.tiktok.com/@nita_b1068
168,7507826762513154064,natures_kill,GO,,11,@vonature,Gaming,CARRINGTON,4,Y,1.00,4,113%,7,3,13,15,2,"1,103","6,839",1,"100,000","98,897",Down,1,,"1,748","16,893","5,217",5,5,30,0,0,0,1x,0,22,80,https://www.tiktok.com/@natures_kill
169,7398369743926804497,ryanrevard,GO,,20,@ryanrevard,,LEVI,36,Y,1.00,0,0%,7,7,2,15,13,"1,085","6,727",1,"100,000","98,915",Down,1,,"3,500,906","20,790","18,019",-1,0,2,0,0,0,-,0,8,20,https://www.tiktok.com/@ryanrevard
170,7391102885259690001,riahx2x,GO,,21,@riahx319,,LEVI,8,Y,1.00,2,56%,7,5,4,15,11,"1,032","6,398",1,"100,000","98,968",Down,1,,"48,616","17,797","4,172",1,-1,4,0,0,0,-,0,11,30,https://www.tiktok.com/@riahx2x
171,7433137488866164753,iluvgg_,GO,,17,@iluvgg_,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"1,000","6,200",1,"100,000","99,000",Down,1,,"4,127,096",50,"5,421",-1,-1,1,0,0,0,-,0,8,20,https://www.tiktok.com/@iluvgg_
172,7579814318795997197,gudinoashley,GO,,4,@ajgudino87,,LEVI,28,Y,1.00,3,85%,7,4,7,15,8,999,"6,194",1,"100,000","99,001",Down,1,,"4,131","15,253","8,508",1,1,5,0,0,0,-,0,11,30,https://www.tiktok.com/@gudinoashley
173,7375048727318446081,jameagledavinci,GO,,22,@jamdavinci,,LEVI,1,Y,1.00,2,56%,7,5,4,15,11,964,"5,977",1,"100,000","99,036",Down,1,,"97,884","39,402","45,352",1,4,16,0,0,0,-,0,11,30,https://www.tiktok.com/@jameagledavinci
174,7454734609608146945,fdgaming19,GO,,15,@warrencody71,Gaming,SIERRA,0,Y,1.00,1,28%,7,6,9,15,6,920,"5,704",1,"100,000","99,080",Down,1,,"5,461","10,759","6,930",-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@fdgaming19
175,7519300322448310289,barrywhit3,GO,,10,@barrywht3,,,24,Y,1.00,2,56%,7,5,2,15,13,882,"5,468",1,"100,000","99,118",Down,1,,"3,215,690",0,0,-1,-1,0,"1,000",0,"1,000",-,0,8,20,https://www.tiktok.com/@barrywhit3
176,7524533007961751553,bananasuperwoman,GO,,3,,,,169,Y,1.00,1,28%,7,6,2,15,13,844,"5,233",1,"100,000","99,156",Down,1,✦,147,37,"5,769",-1,-1,0,0,0,0,1x,0,8,20,https://www.tiktok.com/@bananasuperwoman
177,7537116061758636045,kes_014,GO,,8,@kes014,,LEVI,3,Y,1.00,3,85%,7,4,3,15,12,843,"5,227",1,"100,000","99,157",Down,1,,"159,596","6,093","3,129",1,0,3,0,0,0,-,0,11,30,https://www.tiktok.com/@kes_014
178,7556036722329698317,blessxblessx,GO,,6,@blessx6975,Gaming,LEVI,2,Y,1.00,3,85%,7,4,25,15,-10,826,"5,121",1,"100,000","99,174",Down,1,,"11,177","3,058","23,514",-1,1,2,0,0,0,-,0,8,20,https://www.tiktok.com/@blessxblessx
