CID,TikTok,Type,Date,Plus,Minus
7359134585688522757,singleonthemove,Bonus,11/27/2024,"70,000",-70000
7359134585688522757,singleonthemove,Gifted,11/27/2024,,-20000
7359135826238013445,fun_with_kermit_usa,Gifted,11/27/2024,,-30000
7359136363951816710,rockylanemusic,Gifted,11/27/2024,,-30000
7359134814559174662,haiyy29,Gifted,11/27/2024,,-25000
7359135105165656069,freekbass,Daily Rank,11/27/2024,,
7359135727810052101,hotterjakepaul,Royal Rumble,11/26/2024,,
7359135017219424262,864_queen,Royal Rumble,11/26/2024,,
7359135408745447429,b.herbz,Royal Rumble,11/26/2024,,
7359134813124689926,thetiralositwins,Royal Rumble,11/26/2024,,
7359137032024752133,djbowiejane,Royal Rumble,11/26/2024,,
7359135632007921670,gymlordmarkus,Royal Rumble,11/26/2024,,
7359135264167428102,coloreomusic,Royal Rumble,11/26/2024,,
7359134698641293317,bobbyjwil,Royal Rumble,11/26/2024,,
7359136208586637317,thebellaflora_,Royal Rumble,11/26/2024,,
7359135407344386054,sims.erection,Royal Rumble,11/26/2024,,
7359134594286813190,koryskitchen_2,Royal Rumble,11/26/2024,,
7403953558330032145,annaaweartist,Royal Rumble,11/26/2024,,
7359134984718024709,cpayne_04,Royal Rumble,11/26/2024,"5,000",
7359137631822708741,sam_g_89,Royal Rumble,11/26/2024,,
7359135286036561926,lsxcrew,Royal Rumble,11/26/2024,,
7359139067122024454,magiieeee,Royal Rumble,11/26/2024,,
7359135689868443654,carringtonchronicles,,11/26/2024,,
7359135105165656069,freekbass,Bonus,11/26/2024,"35,000",-35000
7359135105165656069,freekbass,Gifted,11/26/2024,,-10000
7409743090665242641,theviolution,Bonus,11/26/2024,"35,000",-35000
7409743090665242641,theviolution,Gifted,11/26/2024,,-10000
7359135105165656069,freekbass,Daily Rank,11/26/2024,,
7359134960558571525,smity194,Daily Rank,11/26/2024,,
7359134585688522757,singleonthemove,Daily Rank,11/26/2024,,
7359135826238013445,fun_with_kermit_usa,Daily Rank,11/26/2024,,
7359134814559174662,haiyy29,Gifted,11/25/2024,,-30000
7417960855335354369,pcdrums76,Gifted,11/25/2024,,-9000
7359135268521246726,thetrapviolinist,Gifted,11/25/2024,,-6000
7359135017219424262,864_queen,Gifted,11/25/2024,,-3000
7359135185687904261,ashtingles,Gifted,11/25/2024,,-6000
7409743090665242641,theviolution,Gifted,11/24/2024,,-15000
7359134814559174662,haiyy29,Gifted,11/24/2024,,-12000
7417960855335354369,pcdrums76,Gifted,11/24/2024,,-10000
7359135064308842502,lifeoflizzard,Royal Rumble,11/23/2024,,-12000
7409743090665242641,theviolution,Royal Rumble,11/23/2024,,-42000
7417960855335354369,pcdrums76,Royal Rumble,11/23/2024,,-6000
7359134574070398981,sierralandasmr,Royal Rumble,11/23/2024,,-6000
7368626525710794769,daisy_dew4,Royal Rumble,11/23/2024,,-18000
7359135264167428102,coloreomusic,Royal Rumble,11/23/2024,,-9000
7359134960558571525,smity194,Royal Rumble,11/23/2024,,
7398434150094553105,az.babe,Royal Rumble,11/23/2024,,
7359135017219424262,864_queen,Royal Rumble,11/23/2024,,-6000
7359135207653539845,_hunterrrrr,Royal Rumble,11/23/2024,"20,500",-18000
7359135084659736581,samanthasingsit,Royal Rumble,11/23/2024,,
7359137032024752133,djbowiejane,Royal Rumble,11/23/2024,,
7417960855335354369,pcdrums76,Gifted,11/23/2024,,-10000
7409743090665242641,theviolution,Gifted,11/23/2024,,-20000
7359136208586637317,thebellaflora_,Gifted,11/23/2024,,-18000
7359135689868443654,carringtonchronicles,Gifted,11/23/2024,,-30000
7359134961959632902,thecyrilia,Gifted,11/23/2024,,-12000
7359138280010645509,ageofangel,Gifted,11/23/2024,,-7500
7359139698482348038,shereen.thevoice,Gifted,11/23/2024,,-15000
7359137005403668486,jenniferjean1234,Gifted,11/23/2024,,-3000
7359134960558571525,smity194,Gifted,11/23/2024,,-15000
7359135281678712838,blakeslifeline,Gifted,11/23/2024,,-15000
7359135814745391109,tha_dripp_phamily,Gifted,11/23/2024,,-3000
7359136395657019397,jordan.o1son,Gifted,11/23/2024,,-12000
7359135105165656069,freekbass,Weekly Rank,11/23/2024,,
7359135281678712838,blakeslifeline,Weekly Rank,11/23/2024,,
7359134585688522757,singleonthemove,Weekly Rank,11/23/2024,,
7359134960558571525,smity194,Weekly Rank,11/23/2024,,
7359135097779519493,bryton.39,Weekly Rank,11/23/2024,,
7359136363951816710,rockylanemusic,Weekly Rank,11/23/2024,,
7359135283092226053,oregonstargirl,Weekly Rank,11/23/2024,,
7359135084659736581,samanthasingsit,Weekly Rank,11/23/2024,,
7359137927504396293,coyotefunn,Weekly Rank,11/23/2024,,
7359135826238013445,fun_with_kermit_usa,Weekly Rank,11/23/2024,,
7359135064308842502,lifeoflizzard,Weekly Rank,11/23/2024,,
7359134813120659461,jeremiahboutross,Weekly Rank,11/23/2024,,
7368626525710794769,daisy_dew4,Weekly Rank,11/23/2024,,
7359135302167822342,cowboytuff03,Weekly Rank,11/23/2024,,
7359139244041928710,aleyah.monet,Weekly Rank,11/23/2024,,
7359135207653539845,_hunterrrrr,Weekly Rank,11/23/2024,,
7359136670739922949,jabbartiller,Weekly Rank,11/23/2024,,
7359135185687904261,ashtingles,Weekly Rank,11/23/2024,,
7359134456151867397,luke.h.reynoldsmusic,Weekly Rank,11/23/2024,,
7359135017219424262,864_queen,Weekly Rank,11/23/2024,,
7398434150094553105,az.babe,Weekly Rank,11/23/2024,,
7359135303581499397,havoc_2.0,Weekly Rank,11/23/2024,,
7359136672245809158,natalianope,Weekly Rank,11/23/2024,,
7359135407352610822,burnt.tatertot,Weekly Rank,11/23/2024,,
7403953558330032145,annaaweartist,Weekly Rank,11/23/2024,,
7359135689868443654,carringtonchronicles,Weekly Rank,11/23/2024,,
-,sagealina,Weekly Rank,11/23/2024,,
7359135172404740102,steven_dean,Weekly Rank,11/23/2024,,
7359137631822708741,sam_g_89,Weekly Rank,11/23/2024,,
7359135353263030278,codyglenncoxmusic,Weekly Rank,11/23/2024,,
7409743090665242641,theviolution,Weekly Rank,11/23/2024,,
7417960855335354369,pcdrums76,Weekly Rank,11/23/2024,,
7359139483142520838,soonerbaby23,Weekly Rank,11/23/2024,,
-,elirose7777,Weekly Rank,11/23/2024,,
7421725851278082065,itsyofavdessie_3,Weekly Rank,11/23/2024,,
7421845838604828688,nlmbmeeky,Weekly Rank,11/23/2024,,
7436328718479638544,erryd_official,Weekly Rank,11/23/2024,,
-,tacosloshuicholes6,Weekly Rank,11/23/2024,,
-,elaglizzyhotdogs,Weekly Rank,11/23/2024,,
7359138475368513541,scarlettjlopez,Weekly Rank,11/23/2024,,
7359135268521246726,thetrapviolinist,Gifted,11/22/2024,,-42000
7359136363951816710,rockylanemusic,Gifted,11/22/2024,,-75000
7359135589704335365,cross_x_check,Gifted,11/22/2024,,-9000
7417960855335354369,pcdrums76,Royal Rumble,11/22/2024,,
7409743090665242641,theviolution,Royal Rumble,11/22/2024,,
7359134574070398981,sierralandasmr,Royal Rumble,11/22/2024,,
7359135264167428102,coloreomusic,Royal Rumble,11/22/2024,,
7398434150094553105,az.babe,Royal Rumble,11/22/2024,,
7403953558330032145,annaaweartist,Royal Rumble,11/22/2024,,
7359136672245809158,natalianope,Royal Rumble,11/22/2024,,
7359137032024752133,djbowiejane,Royal Rumble,11/22/2024,,
7359135303581499397,havoc_2.0,Royal Rumble,11/22/2024,"7,500",
7359135286036561926,lsxcrew,Royal Rumble,11/22/2024,,
7425644891335819265,amberlmccrea,Royal Rumble,11/22/2024,,
7430612680660189200,hazel_b_music,Royal Rumble,11/22/2024,,
7370643117634224145,queen_nala_24,Royal Rumble,11/22/2024,,
7438031460512055313,99boopyboopy,Royal Rumble,11/22/2024,,
7433607263870517264,alexadrums,Royal Rumble,11/22/2024,,
7359138377117106181,drewcasta,Royal Rumble,11/22/2024,,
7359136758577004549,worldwideinc_08,Royal Rumble,11/22/2024,,
7359139067122024454,magiieeee,Royal Rumble,11/22/2024,,
7359136287137398789,kimmythegod,Royal Rumble,11/22/2024,,
7420590887278755856,everlucent18,Royal Rumble,11/22/2024,,
7359139443036389382,hotsenorita2,Royal Rumble,11/22/2024,,
7426527818483236880,hotworkmusic,Royal Rumble,11/22/2024,,
7359134960558571525,smity194,Bonus,11/22/2024,"35,000",-35000
7359134960558571525,smity194,Gifted,11/22/2024,,-10000
7359135097779519493,bryton.39,Bonus,11/22/2024,"35,000",-35000
7359135097779519493,bryton.39,Gifted,11/22/2024,,-10000
7359135689868443654,carringtonchronicles,,11/22/2024,,
7359136672245809158,natalianope,Gifted,11/22/2024,,-3000
7359135105165656069,freekbass,Bonus,11/22/2024,,
7409743090665242641,theviolution,Gifted,11/21/2024,,-45000
7359135264167428102,coloreomusic,Gifted,11/21/2024,,-5000
7359135097779519493,bryton.39,Royal Rumble,11/21/2024,,
7359135105165656069,freekbass,Royal Rumble,11/21/2024,,
7359136363951816710,rockylanemusic,Royal Rumble,11/21/2024,,
7359134813124689926,thetiralositwins,Royal Rumble,11/21/2024,,
7359135826238013445,fun_with_kermit_usa,Royal Rumble,11/21/2024,,
7359134960558571525,smity194,Royal Rumble,11/21/2024,,
7409743090665242641,theviolution,Royal Rumble,11/21/2024,,
7359137927504396293,coyotefunn,Royal Rumble,11/21/2024,"15,000",
7417960855335354369,pcdrums76,Royal Rumble,11/21/2024,,
7359135084659736581,samanthasingsit,Royal Rumble,11/21/2024,,
7359134574070398981,sierralandasmr,Royal Rumble,11/21/2024,,
7359135447072866309,ddannaluna,Royal Rumble,11/21/2024,,
7359135017219424262,864_queen,Royal Rumble,11/21/2024,,
7359135408745447429,b.herbz,Royal Rumble,11/21/2024,,
7359137032024752133,djbowiejane,Royal Rumble,11/21/2024,,
7359134813120659461,jeremiahboutross,Royal Rumble,11/21/2024,,
7359135632007921670,gymlordmarkus,Royal Rumble,11/21/2024,,
7359135207653539845,_hunterrrrr,Royal Rumble,11/21/2024,,
7359136672245809158,natalianope,Royal Rumble,11/21/2024,,
7359136272692117509,fitchefkory,Royal Rumble,11/21/2024,,
7359135264167428102,coloreomusic,Royal Rumble,11/21/2024,,-2000
7403953558330032145,annaaweartist,Royal Rumble,11/21/2024,"2,000",-2000
7398434150094553105,az.babe,Royal Rumble,11/21/2024,,-2000
7359135281678712838,blakeslifeline,Gifted,11/21/2024,,-45000
7359135283092226053,oregonstargirl,Bonus,11/21/2024,"70,000",-70000
7359134960558571525,smity194,Bonus,11/21/2024,"35,000",-35000
7359134960558571525,smity194,Gifted,11/21/2024,,-10000
7359135097779519493,bryton.39,Bonus,11/21/2024,"70,000",-70000
7409743090665242641,theviolution,Bonus,11/21/2024,"35,000",-35000
7359135689868443654,carringtonchronicles,,11/20/2024,,
7409743090665242641,theviolution,Bonus,11/20/2024,"45,000",-45000
7359135105165656069,freekbass,Bonus,11/20/2024,"45,000",-45000
7359135097779519493,bryton.39,Bonus,11/20/2024,"90,000",-90000
7359135097779519493,bryton.39,Gifted,11/20/2024,,-10000
7417960855335354369,pcdrums76,Gifted,11/20/2024,,-6000
7359135084659736581,samanthasingsit,Gifted,11/20/2024,,-6000
7359135207653539845,_hunterrrrr,Gifted,11/20/2024,,-18700
7359135698651217926,mystiquedejello,Gifted,11/20/2024,,-1000
7359134585688522757,singleonthemove,Bonus,11/20/2024,"90,000",-90000
7359134585688522757,singleonthemove,Gifted,11/20/2024,,-10000
7359134585688522757,singleonthemove,Daily Rank,11/20/2024,,
7359135105165656069,freekbass,Bonus,11/20/2024,,
7359135105165656069,freekbass,Bonus,11/19/2024,,
7359136670739922949,jabbartiller,Gifted,11/17/2024,,-5000
7359135283092226053,oregonstargirl,Bonus,11/17/2024,"35,000",-35000
7359135097779519493,bryton.39,Weekly Rank,11/16/2024,,
7359134585688522757,singleonthemove,Weekly Rank,11/16/2024,,
7359134960558571525,smity194,Weekly Rank,11/16/2024,,
7359136363951816710,rockylanemusic,Weekly Rank,11/16/2024,,
7359135281678712838,blakeslifeline,Weekly Rank,11/16/2024,,
7359135283092226053,oregonstargirl,Weekly Rank,11/16/2024,,
7359134875733000198,maiazakay,Weekly Rank,11/16/2024,,
7359135084659736581,samanthasingsit,Weekly Rank,11/16/2024,,
7359134814559174662,haiyy29,Weekly Rank,11/16/2024,,
7359134574070398981,sierralandasmr,Weekly Rank,11/16/2024,,
7359135064308842502,lifeoflizzard,Weekly Rank,11/16/2024,,
7359136670739922949,jabbartiller,Weekly Rank,11/16/2024,,
7359135185687904261,ashtingles,Weekly Rank,11/16/2024,,
7368626525710794769,daisy_dew4,Weekly Rank,11/16/2024,,
7359135302167822342,cowboytuff03,Weekly Rank,11/16/2024,,
7359135484905553925,nicolefarahh,Weekly Rank,11/16/2024,,
7359134813120659461,jeremiahboutross,Weekly Rank,11/16/2024,,
7359135017219424262,864_queen,Weekly Rank,11/16/2024,,
7359136208573792261,mikaylaa.10,Weekly Rank,11/16/2024,,
7359136395657019397,jordan.o1son,Weekly Rank,11/16/2024,,
7359137631822708741,sam_g_89,Weekly Rank,11/16/2024,,
-,sagealina,Weekly Rank,11/16/2024,,
7359135407352610822,burnt.tatertot,Weekly Rank,11/16/2024,,
7359135184236642309,voyce89,Weekly Rank,11/16/2024,,
7403953558330032145,annaaweartist,Weekly Rank,11/16/2024,,
7359137098496114693,theonlybreeee,Weekly Rank,11/16/2024,,
7433257890686959633,w1z4rdfr0g,Weekly Rank,11/16/2024,,
7359135410272239622,lolthatsrichie,Weekly Rank,11/16/2024,,
7359136672245809158,natalianope,Weekly Rank,11/16/2024,,
7359135814745391109,tha_dripp_phamily,Weekly Rank,11/16/2024,,
7417960855335354369,pcdrums76,Weekly Rank,11/16/2024,,
7409743090665242641,theviolution,Weekly Rank,11/16/2024,,
7416508596743176193,kingchrxstine,Weekly Rank,11/16/2024,,
7421725851278082065,itsyofavdessie_3,Weekly Rank,11/16/2024,,
7359137108000473094,adamclousermusic,Weekly Rank,11/16/2024,,
7436461793502855184,kayleecapobianco,Weekly Rank,11/16/2024,,
-,elaglizzyhotdogs,Weekly Rank,11/16/2024,,
7425644891335819265,amberlmccrea,Weekly Rank,11/16/2024,,
-,tacosloshuicholes6,Weekly Rank,11/16/2024,,
7430612680660189200,hazel_b_music,Weekly Rank,11/16/2024,,
7417960855335354369,pcdrums76,Royal Rumble,11/15/2024,,
7359137927504396293,coyotefunn,Royal Rumble,11/15/2024,"7,500",
7398345100306366480,sociopeep,Royal Rumble,11/15/2024,,
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,11/15/2024,,
7381314181145935889,amandamleon,Royal Rumble,11/15/2024,,
7403953558330032145,annaaweartist,Royal Rumble,11/15/2024,,
7425644891335819265,amberlmccrea,Royal Rumble,11/15/2024,,
7359135286036561926,lsxcrew,Royal Rumble,11/15/2024,,
7386895531936727041,foreveryapping,Royal Rumble,11/15/2024,,
7370643117634224145,queen_nala_24,Royal Rumble,11/15/2024,,
7359135918558576646,amyluwho982,Royal Rumble,11/15/2024,,
7359136758577004549,worldwideinc_08,Royal Rumble,11/15/2024,,
7430612680660189200,hazel_b_music,Royal Rumble,11/15/2024,,
7420590887278755856,everlucent18,Royal Rumble,11/15/2024,,
7359138475360223237,basedaaron,Royal Rumble,11/15/2024,,
7359135097779519493,bryton.39,Bonus,11/15/2024,"70,000",-70000
7359135283092226053,oregonstargirl,Bonus,11/15/2024,"35,000",-35000
7359136670739922949,jabbartiller,Gifted,11/15/2024,,-10000
7359135447072866309,ddannaluna,Music Match-Up,11/14/2024,,
7359136363951816710,rockylanemusic,Music Match-Up,11/14/2024,"10,000",
7359135264167428102,coloreomusic,Music Match-Up,11/14/2024,"20,000",
7359135084659736581,samanthasingsit,Music Match-Up,11/14/2024,,
-,sagealina,Music Match-Up,11/14/2024,"5,000",
7403953558330032145,annaaweartist,Music Match-Up,11/14/2024,,
7359134585688522757,singleonthemove,Bonus,11/14/2024,"70,000",-70000
7359135097779519493,bryton.39,Royal Rumble,11/13/2024,"30,000",
7359134960558571525,smity194,Royal Rumble,11/13/2024,,
7359135826238013445,fun_with_kermit_usa,Royal Rumble,11/13/2024,,
7359134813124689926,thetiralositwins,Royal Rumble,11/13/2024,,
7417960855335354369,pcdrums76,Royal Rumble,11/13/2024,,
7409743090665242641,theviolution,Royal Rumble,11/13/2024,,
7359134574070398981,sierralandasmr,Royal Rumble,11/13/2024,,
7359135017219424262,864_queen,Royal Rumble,11/13/2024,,
7359134813120659461,jeremiahboutross,Royal Rumble,11/13/2024,,
7359135447072866309,ddannaluna,Royal Rumble,11/13/2024,,
7359135264167428102,coloreomusic,Royal Rumble,11/13/2024,,
7359135408745447429,b.herbz,Royal Rumble,11/13/2024,,
7359136272692117509,fitchefkory,Royal Rumble,11/13/2024,,
7359135632007921670,gymlordmarkus,Royal Rumble,11/13/2024,,
7403953558330032145,annaaweartist,Royal Rumble,11/13/2024,,
7359135097779519493,bryton.39,Bonus,11/12/2024,"70,000",-70000
7359135097779519493,bryton.39,Daily Rank,11/12/2024,,
7359135727810052101,hotterjakepaul,Gifted,11/11/2024,,-45000
7359135105165656069,freekbass,Bonus,11/11/2024,,
7359136363951816710,rockylanemusic,Gifted,11/10/2024,,-50000
7359134698641293317,bobbyjwil,Gifted,11/10/2024,,-30000
7359136672245809158,natalianope,Royal Rumble,11/9/2024,,
7403953558330032145,annaaweartist,Royal Rumble,11/9/2024,,
7359138374126665733,gatorreb3l321,Royal Rumble,11/9/2024,,
7398345100306366480,sociopeep,Royal Rumble,11/9/2024,,
7370643117634224145,queen_nala_24,Royal Rumble,11/9/2024,,
7421067575049601041,yayarodz007,Royal Rumble,11/9/2024,"5,000",
7359137865995091974,siren_ofthe_stars,Royal Rumble,11/9/2024,,
7359135918558576646,amyluwho982,Royal Rumble,11/9/2024,,
7409460148344733713,sonika.vaid,Royal Rumble,11/9/2024,,
7420590887278755856,everlucent18,Royal Rumble,11/9/2024,,
7433142229734293521,brookeventre,Royal Rumble,11/9/2024,,
7359135097779519493,bryton.39,Weekly Rank,11/9/2024,,
7359134585688522757,singleonthemove,Weekly Rank,11/9/2024,,
7359134814559174662,haiyy29,Weekly Rank,11/9/2024,,
7359136363951816710,rockylanemusic,Weekly Rank,11/9/2024,,
7359134960558571525,smity194,Weekly Rank,11/9/2024,,
7359135283092226053,oregonstargirl,Weekly Rank,11/9/2024,,
7359135826238013445,fun_with_kermit_usa,Weekly Rank,11/9/2024,,
7359135698651217926,mystiquedejello,Weekly Rank,11/9/2024,,
7359135303527038981,lethallyblondee,Weekly Rank,11/9/2024,,
7359135281678712838,blakeslifeline,Weekly Rank,11/9/2024,,
7359135064308842502,lifeoflizzard,Weekly Rank,11/9/2024,,
7359139244041928710,aleyah.monet,Weekly Rank,11/9/2024,,
7359136272692117509,fitchefkory,Weekly Rank,11/9/2024,,
7359135185687904261,ashtingles,Weekly Rank,11/9/2024,,
7359134813120659461,jeremiahboutross,Weekly Rank,11/9/2024,,
7368626525710794769,daisy_dew4,Weekly Rank,11/9/2024,,
7359134456151867397,luke.h.reynoldsmusic,Weekly Rank,11/9/2024,,
7359134527924666373,_archangel____,Weekly Rank,11/9/2024,,
7359135207653539845,_hunterrrrr,Weekly Rank,11/9/2024,,
7359134752903004166,nicoleshaee,Weekly Rank,11/9/2024,,
7359137098496114693,theonlybreeee,Weekly Rank,11/9/2024,,
7359136672245809158,natalianope,Weekly Rank,11/9/2024,,
7359137631822708741,sam_g_89,Weekly Rank,11/9/2024,,
7359135184236642309,voyce89,Weekly Rank,11/9/2024,,
7359135172404740102,steven_dean,Weekly Rank,11/9/2024,,
7403953558330032145,annaaweartist,Weekly Rank,11/9/2024,,
7359135814745391109,tha_dripp_phamily,Weekly Rank,11/9/2024,,
7359136984528388101,mommyneens,Weekly Rank,11/9/2024,,
7359135813340266502,itsjimmay,Weekly Rank,11/9/2024,,
7359135303581499397,havoc_2.0,Weekly Rank,11/9/2024,,
7417960855335354369,pcdrums76,Weekly Rank,11/9/2024,,
7409743090665242641,theviolution,Weekly Rank,11/9/2024,,
7359138345219293189,happilyengaged2011,Weekly Rank,11/9/2024,,
7421725851278082065,itsyofavdessie_3,Weekly Rank,11/9/2024,,
-,tacosloshuicholes6,Weekly Rank,11/9/2024,,
7416508596743176193,kingchrxstine,Weekly Rank,11/9/2024,,
7359137108000473094,adamclousermusic,Weekly Rank,11/9/2024,,
7425644891335819265,amberlmccrea,Weekly Rank,11/9/2024,,
7359137741537345542,isiswarada,Weekly Rank,11/9/2024,,
7389626666198417425,sagittariusbaby1221,Weekly Rank,11/9/2024,,
7359135097779519493,bryton.39,Bonus,11/8/2024,"70,000",-70000
7359135105165656069,freekbass,Bonus,11/8/2024,,
7359135268521246726,thetrapviolinist,Music Match-Up,11/7/2024,"8,000",
7359135447072866309,ddannaluna,Music Match-Up,11/7/2024,,
7409743090665242641,theviolution,Music Match-Up,11/7/2024,,
7359136672245809158,natalianope,Music Match-Up,11/7/2024,"11,000",
7359135264167428102,coloreomusic,Music Match-Up,11/7/2024,"10,000",
7417960855335354369,pcdrums76,Music Match-Up,11/7/2024,"14,000",
7359136363951816710,rockylanemusic,Music Match-Up,11/7/2024,"56,000",
7359134456151867397,luke.h.reynoldsmusic,Music Match-Up,11/7/2024,,
7403953558330032145,annaaweartist,Music Match-Up,11/7/2024,,
7359134585688522757,singleonthemove,Bonus,11/7/2024,"70,000",-70000
7359134585688522757,singleonthemove,Daily Rank,11/7/2024,,
7359135207653539845,_hunterrrrr,Royal Rumble,11/7/2024,"5,000",
7359135097779519493,bryton.39,Royal Rumble,11/6/2024,,
7359134574070398981,sierralandasmr,Royal Rumble,11/6/2024,,
7359135826238013445,fun_with_kermit_usa,Royal Rumble,11/6/2024,"50,000",
7359135207653539845,_hunterrrrr,Royal Rumble,11/6/2024,,
7359134813124689926,thetiralositwins,Royal Rumble,11/6/2024,,
7359135727810052101,hotterjakepaul,Royal Rumble,11/6/2024,,
7359135017219424262,864_queen,Royal Rumble,11/6/2024,,
7359136672245809158,natalianope,Royal Rumble,11/6/2024,,
7409743090665242641,theviolution,Royal Rumble,11/6/2024,,
7359135447072866309,ddannaluna,Royal Rumble,11/6/2024,,
7359135264167428102,coloreomusic,Royal Rumble,11/6/2024,,
7359135408745447429,b.herbz,Royal Rumble,11/6/2024,,
7359135632007921670,gymlordmarkus,Royal Rumble,11/6/2024,,
7359134813120659461,jeremiahboutross,Royal Rumble,11/6/2024,,
7403953558330032145,annaaweartist,Royal Rumble,11/6/2024,,
7359136272692117509,fitchefkory,Royal Rumble,11/6/2024,,
7359136363951816710,rockylanemusic,Gifted,11/5/2024,,-30000
7359135097779519493,bryton.39,Bonus,11/5/2024,"70,000",-70000
7359135097779519493,bryton.39,Daily Rank,11/5/2024,,
7359135826238013445,fun_with_kermit_usa,Daily Rank,11/5/2024,,
7409457835299356689,boundmanlove,Gifted,11/4/2024,,-30000
7409743090665242641,theviolution,Creator Clash,11/4/2024,,
7359137032024752133,djbowiejane,Creator Clash,11/4/2024,,
7417960855335354369,pcdrums76,Creator Clash,11/4/2024,,
7359135632007921670,gymlordmarkus,Creator Clash,11/4/2024,,
7403953558330032145,annaaweartist,Creator Clash,11/4/2024,,
7421725851278082065,itsyofavdessie_3,Creator Clash,11/4/2024,,
7359135407344386054,sims.erection,Creator Clash,11/4/2024,,
7359136672245809158,natalianope,Creator Clash,11/4/2024,,
7409743090665242641,theviolution,Gifted,11/4/2024,,-2500
7359138280010645509,ageofangel,Gifted,11/3/2024,"40,000",-60000
7359135207653539845,_hunterrrrr,Gifted,11/3/2024,,-45000
7359135105165656069,freekbass,Bonus,11/3/2024,,
7359137032024752133,djbowiejane,Royal Rumble,11/2/2024,"7,500",
7417960855335354369,pcdrums76,Royal Rumble,11/2/2024,,
7403953558330032145,annaaweartist,Royal Rumble,11/2/2024,,
7359138374126665733,gatorreb3l321,Royal Rumble,11/2/2024,,
-,tjworkman1,Royal Rumble,11/2/2024,,
7359134527887015942,just.norag,Royal Rumble,11/2/2024,,
7359135918558576646,amyluwho982,Royal Rumble,11/2/2024,,
7386895531936727041,foreveryapping,Royal Rumble,11/2/2024,,
7413973748551909393,idaffne,Royal Rumble,11/2/2024,,
7425644891335819265,amberlmccrea,Royal Rumble,11/2/2024,,
7420590887278755856,everlucent18,Royal Rumble,11/2/2024,,
7359136758577004549,worldwideinc_08,Royal Rumble,11/2/2024,,
7359138475360223237,basedaaron,Royal Rumble,11/2/2024,,
-,beclay,Royal Rumble,11/2/2024,,
7359135283092226053,oregonstargirl,Bonus,11/2/2024,"70,000",-70000
7359134585688522757,singleonthemove,Bonus,11/1/2024,"70,000",-70000
7359135097779519493,bryton.39,Bonus,11/1/2024,"70,000",-70000
7359134574070398981,sierralandasmr,Gifted,11/1/2024,,-10000
7359135105165656069,freekbass,Bonus,11/1/2024,,
7417960855335354369,pcdrums76,Gifted,10/31/2024,,-50000
7359135727810052101,hotterjakepaul,Gifted,10/31/2024,,-10000
7421725851278082065,itsyofavdessie_3,Gifted,10/31/2024,,-45000
7359136363951816710,rockylanemusic,Music Match-Up,10/31/2024,"48,000",
7409743090665242641,theviolution,Music Match-Up,10/31/2024,"6,000",
7359137032024752133,djbowiejane,Music Match-Up,10/31/2024,,
7359134574070398981,sierralandasmr,Music Match-Up,10/31/2024,"6,000",
7359134961959632902,thecyrilia,Music Match-Up,10/31/2024,"1,000",
7403953558330032145,annaaweartist,Music Match-Up,10/31/2024,,
7359135447072866309,ddannaluna,Music Match-Up,10/31/2024,"7,000",
7417960855335354369,pcdrums76,Music Match-Up,10/31/2024,"1,000",
7359135264167428102,coloreomusic,Music Match-Up,10/31/2024,"10,000",
7359134814559174662,haiyy29,Daily Rank,10/31/2024,,
7409743090665242641,theviolution,House Reward,10/31/2024,"45,000",
7417960855335354369,pcdrums76,House Reward,10/31/2024,"90,000",
-,elirose7777,House Reward,10/31/2024,"45,000",
7405592604387246096,hunterreesepena,House Reward,10/31/2024,"45,000",
7424945523473514497,v3lueta,House Reward,10/31/2024,"45,000",
7421725851278082065,itsyofavdessie_3,House Reward,10/31/2024,"90,000",
7413973179343011857,ellezworld__,House Reward,10/31/2024,"45,000",
7359135281678712838,blakeslifeline,Monthly Award,10/31/2024,"35,000",
7359135064308842502,lifeoflizzard,Monthly Award,10/31/2024,"20,000",
7409743090665242641,theviolution,Monthly Award,10/31/2024,"20,000",
7417960855335354369,pcdrums76,Monthly Award,10/31/2024,"35,000",
7416508596743176193,kingchrxstine,Monthly Award,10/31/2024,"20,000",
7421725851278082065,itsyofavdessie_3,Monthly Award,10/31/2024,"10,000",
7359135281678712838,blakeslifeline,Million Diamond Club,10/31/2024,"110,000",
7359135097779519493,bryton.39,Million Diamond Club,10/31/2024,"70,000",
7359134585688522757,singleonthemove,Million Diamond Club,10/31/2024,"70,000",
7359136363951816710,rockylanemusic,Million Diamond Club,10/31/2024,"60,000",
7359134960558571525,smity194,Million Diamond Club,10/31/2024,"50,000",
7359135283092226053,oregonstargirl,Million Diamond Club,10/31/2024,"60,000",
7359134814559174662,haiyy29,Million Diamond Club,10/31/2024,"50,000",
7359134574070398981,sierralandasmr,Million Diamond Club,10/31/2024,"70,000",
7359135447072866309,ddannaluna,Million Diamond Club,10/31/2024,"60,000",
7359135727810052101,hotterjakepaul,Million Diamond Club,10/31/2024,"60,000",
7359135303527038981,lethallyblondee,Million Diamond Club,10/31/2024,"70,000",
7409743090665242641,theviolution,Million Diamond Club,10/31/2024,"70,000",
7359136672245809158,natalianope,Million Diamond Club,10/31/2024,"35,000",
7359138280010645509,ageofangel,Million Diamond Club,10/31/2024,"30,000",
7359135207653539845,_hunterrrrr,Million Diamond Club,10/31/2024,"30,000",
