CID,TikTok,Type,Date,Plus,Minus
7359135727810052101,hotterjakepaul,Bonus,7/19/2025,"35,000",-35000
7359135105165656069,freekbass,Stage Takeover,7/18/2025,"24,000",-14000
7409743090665242641,theviolution,Stage Takeover,7/18/2025,"4,000",-4000
7433607263870517264,alexaraeemusic,Stage Takeover,7/18/2025,"4,000",-4000
7359135084659736581,samanthasingsit,Bonus,7/18/2025,"70,000",-70000
7409743090665242641,theviolution,Bonus,7/18/2025,"35,000",-35000
7359134960558571525,smity194,Bonus,7/18/2025,"35,000",-35000
7359137631822708741,sam_g_89,Bonus,7/18/2025,"35,000",-35000
7359135084659736581,samanthasingsit,Royal Rumble,7/16/2025,"8,000",-8000
7359135097779519493,bryton.39,Royal Rumble,7/16/2025,"8,000",-8000
7409743090665242641,theviolution,Royal Rumble,7/16/2025,"30,000",
7359135407344386054,sims.erection,Royal Rumble,7/14/2025,"14,000",-14000
7359134961959632902,thecyrilia,Royal Rumble,7/14/2025,"10,000",
7359137631822708741,sam_g_89,Bonus,7/14/2025,"26,000",-26000
7359134961959632902,thecyrilia,Bonus,7/13/2025,"26,000",-26000
7359135322615185413,aaronhunt30,Bonus,7/13/2025,"26,000",-26000
7433607263870517264,alexaraeemusic,Bonus,7/13/2025,"26,000",-26000
7359137040853860358,kyland.young,Bonus,7/13/2025,"26,000",-26000
7359138280010645509,ageofangel,Bonus,7/13/2025,"26,000",-26000
7359135727810052101,hotterjakepaul,Gifted,7/12/2025,,-7300
7359135727810052101,hotterjakepaul,Bonus,7/12/2025,"26,000",-26000
7359135283092226053,oregonstargirl,Bonus,7/12/2025,"26,000",-26000
7454359110578864145,alliemsx,Bonus,7/12/2025,"26,000",-26000
7409743090665242641,theviolution,Bonus,7/12/2025,"26,000",-26000
7359138475368513541,scarlettjlopez,Bonus,7/12/2025,"26,000",-26000
7359136363951816710,rockylanemusic,Bonus,7/12/2025,"26,000",-26000
7359135283092226053,oregonstargirl,Gifted,7/11/2025,,-17500
7359135084659736581,samanthasingsit,Bonus,7/11/2025,"26,000",-26000
7417960855335354369,pcdrums76,Bonus,7/11/2025,"26,000",-26000
7359134814559174662,haiyy29,Gifted,7/11/2025,,-15000
7359136363951816710,rockylanemusic,Stage Takeover,7/10/2025,"12,000",-12000
7359134961959632902,thecyrilia,Stage Takeover,7/10/2025,"12,000",-2000
7505481473814937617,mellllaniiee,Gifted,7/10/2025,,-10000
7359134574070398981,sierralandasmr,Royal Rumble,7/9/2025,"6,600",-6600
7409743090665242641,theviolution,Royal Rumble,7/9/2025,"2,200",-2200
7359137032024752133,djbowiejane,Royal Rumble,7/9/2025,"10,000",
7359134960558571525,smity194,Bonus,7/9/2025,"52,000",-52000
7359135084659736581,samanthasingsit,Royal Rumble,7/7/2025,"6,000",-6000
7359135105165656069,freekbass,Royal Rumble,7/7/2025,"120,000",-120000
7359137040853860358,kyland.young,Royal Rumble,7/7/2025,"27,000",-27000
7433607263870517264,alexaraeemusic,Royal Rumble,7/7/2025,"6,000",-6000
7359135084659736581,samanthasingsit,Bonus,7/7/2025,"52,000",-52000
7359134574070398981,sierralandasmr,Bonus,7/7/2025,"52,000",-52000
7359134960558571525,smity194,Bonus,7/7/2025,"52,000",-52000
7359136672245809158,natalianope,Bonus,7/6/2025,"26,000",-26000
7359135084659736581,samanthasingsit,Bonus,7/6/2025,"52,000",-52000
7409743090665242641,theviolution,Bonus,7/6/2025,"26,000",-26000
7359135322615185413,aaronhunt30,Bonus,7/5/2025,"26,000",-26000
7359135727810052101,hotterjakepaul,Bonus,7/5/2025,"26,000",-26000
7359135097779519493,bryton.39,Star Strikeout,7/4/2025,"2,400",-2400
7359135105165656069,freekbass,Star Strikeout,7/4/2025,"66,000",-36000
7359135084659736581,samanthasingsit,Star Strikeout,7/4/2025,400,-400
7359135264167428102,coloreomusic,Star Strikeout,7/4/2025,"1,600",-1600
7433607263870517264,alexaraeemusic,Star Strikeout,7/4/2025,400,-400
7359134960558571525,smity194,Bonus,7/4/2025,"52,000",-52000
7505481473814937617,mellllaniiee,Gifted,7/3/2025,,-5000
7359138280010645509,ageofangel,Gifted,7/3/2025,,-20000
7359135097779519493,bryton.39,Bonus,7/3/2025,"35,000",-35000
7359135097779519493,bryton.39,Gifted,7/3/2025,,-5000
7359135084659736581,samanthasingsit,Bonus,7/3/2025,"52,000",-52000
7359137040853860358,kyland.young,Bonus,7/3/2025,"52,000",-52000
7417960855335354369,pcdrums76,Bonus,7/3/2025,"26,000",-26000
7359137631822708741,sam_g_89,Bonus,7/3/2025,"26,000",-26000
7359135407352610822,burnt.tatertot,Gifted,7/3/2025,,-3000
7359135097779519493,bryton.39,Royal Rumble,7/1/2025,"12,800",-12800
7359135105165656069,freekbass,Royal Rumble,7/1/2025,"56,400",-26400
7359137040853860358,kyland.young,Royal Rumble,7/1/2025,800,-800
7359134961959632902,thecyrilia,Royal Rumble,7/1/2025,"15,000",
7359135084659736581,samanthasingsit,Royal Rumble,7/1/2025,"18,800",-18800
7359134909191159814,skylerclarkk,Royal Rumble,7/1/2025,"17,400",-2400
7359137631822708741,sam_g_89,Royal Rumble,7/1/2025,"15,000",
7359134961959632902,thecyrilia,Gifted,7/1/2025,,-25000
7359137040853860358,kyland.young,Bonus,7/1/2025,"15,000",-15000
7359137040853860358,kyland.young,Gifted,7/1/2025,,-15000
7417960855335354369,pcdrums76,Bonus,7/1/2025,"30,000",-30000
7409743090665242641,theviolution,Bonus,7/1/2025,"30,000",-30000
7359135097779519493,bryton.39,Bonus,7/1/2025,"35,000",-35000
7359135097779519493,bryton.39,Gifted,7/1/2025,,-5000
7359135105165656069,freekbass,TikTok Campaign,6/30/2025,,
7359134961959632902,thecyrilia,TikTok Campaign,6/30/2025,"15,000",-15000
7359135084659736581,samanthasingsit,TikTok Campaign,6/30/2025,"15,000",-15000
7409743090665242641,theviolution,TikTok Campaign,6/30/2025,,
7359135105165656069,freekbass,Gifted,6/30/2025,,-30000
7359134961959632902,thecyrilia,Bonus,6/30/2025,"30,000",-30000
7359134909191159814,skylerclarkk,Gifted,6/30/2025,,-15000
7359137040853860358,kyland.young,Bonus,6/29/2025,"15,000",-15000
7359137040853860358,kyland.young,Gifted,6/29/2025,,-15000
7359134574070398981,sierralandasmr,Bonus,6/29/2025,"30,000",-30000
7409743090665242641,theviolution,Bonus,6/29/2025,"30,000",-30000
7359135322615185413,aaronhunt30,Bonus,6/29/2025,"30,000",-30000
7454734552142118928,thewhisperfaerieasmr,Bonus,6/29/2025,"15,000",-15000
7473189073168121873,bridgetryan,Bonus,6/29/2025,"15,000",-15000
7359135084659736581,samanthasingsit,Bonus,6/29/2025,"30,000",-30000
7359135105165656069,freekbass,Royal Rumble,6/28/2025,"35,800",-15800
7359135097779519493,bryton.39,Royal Rumble,6/28/2025,800,-800
7359136672245809158,natalianope,Royal Rumble,6/28/2025,400,-400
7359135084659736581,samanthasingsit,Royal Rumble,6/28/2025,"9,800",-9800
7359134909191159814,skylerclarkk,Royal Rumble,6/28/2025,400,-400
7359137032024752133,djbowiejane,Bonus,6/28/2025,"30,000",-30000
7359137032024752133,djbowiejane,Gifted,6/28/2025,,-27000
7417960855335354369,pcdrums76,Bonus,6/28/2025,"60,000",-60000
7417960855335354369,pcdrums76,Gifted,6/28/2025,,-13000
7359135727810052101,hotterjakepaul,Bonus,6/28/2025,"30,000",-30000
7359134960558571525,smity194,Bonus,6/28/2025,"30,000",-30000
7454359110578864145,alliemsx,Gifted,6/28/2025,,-27000
7359135097779519493,bryton.39,Royal Rumble,6/27/2025,"20,400",-400
7409743090665242641,theviolution,Royal Rumble,6/27/2025,"18,800",-18800
7359136672245809158,natalianope,Royal Rumble,6/27/2025,400,-400
7359135084659736581,samanthasingsit,Royal Rumble,6/27/2025,"3,400",-3400
7359135408745447429,b.herbz,Royal Rumble,6/27/2025,400,-400
7359134574070398981,sierralandasmr,Royal Rumble,6/27/2025,"6,800",-6800
7444838821734268929,fishon053,Royal Rumble,6/27/2025,800,-800
7359135097779519493,bryton.39,Gifted,6/27/2025,,-20000
7359136672245809158,natalianope,Gifted,6/27/2025,,-40000
7359136672245809158,natalianope,Bonus,6/27/2025,"20,000",-20000
7359134909191159814,skylerclarkk,Bonus,6/27/2025,"35,000",-35000
7359134875733000198,maiazakay,Bonus,6/27/2025,"6,000",-6000
7359136363951816710,rockylanemusic,Stage Takeover,6/26/2025,"9,200",-9200
7409743090665242641,theviolution,Stage Takeover,6/26/2025,400,-400
7359134961959632902,thecyrilia,Stage Takeover,6/26/2025,"37,400",-27400
7359136672245809158,natalianope,Stage Takeover,6/26/2025,400,-400
7359134960558571525,smity194,Gifted,6/26/2025,,-9000
7454359726592196624,brian.roy76,Bonus,6/26/2025,"30,000",-30000
7359136672245809158,natalianope,Bonus,6/26/2025,"30,000",-30000
7359135097779519493,bryton.39,Bonus,6/26/2025,"30,000",-30000
7359137040853860358,kyland.young,Bonus,6/26/2025,"30,000",-30000
7409743090665242641,theviolution,Bonus,6/26/2025,"60,000",-60000
7460667880711995408,aquarius5518,Gifted,6/26/2025,,-8000
7359135097779519493,bryton.39,Royal Rumble,6/25/2025,"26,000",-50000
7359135105165656069,freekbass,Royal Rumble,6/25/2025,"47,400",-20400
7409743090665242641,theviolution,Royal Rumble,6/25/2025,400,-400
7417960855335354369,pcdrums76,Royal Rumble,6/25/2025,"3,000",-12000
7359134574070398981,sierralandasmr,Royal Rumble,6/25/2025,"6,000",
7359137032024752133,djbowiejane,Royal Rumble,6/25/2025,"6,000",-9000
7359134585688522757,ashleydawnofficial,Gifted,6/25/2025,,-36000
7359135268521246726,thetrapviolinist,Bonus,6/25/2025,"28,000",-28000
7359135097779519493,bryton.39,Match-Up,6/24/2025,"6,000",
7417960855335354369,pcdrums76,Match-Up,6/24/2025,"12,000",
7359137631822708741,sam_g_89,Match-Up,6/24/2025,"6,000",
7359137032024752133,djbowiejane,Match-Up,6/24/2025,"3,000",
7359135105165656069,freekbass,Bonus,6/24/2025,"30,000",-30000
7359136672245809158,natalianope,Bonus,6/24/2025,"30,000",-30000
7359135097779519493,bryton.39,Bonus,6/24/2025,"30,000",-30000
7359134960558571525,smity194,Bonus,6/24/2025,"30,000",-30000
7359135084659736581,samanthasingsit,Bonus,6/24/2025,"60,000",-60000
7359134961959632902,thecyrilia,Bonus,6/24/2025,"60,000",-60000
7359135264167428102,coloreomusic,Bonus,6/24/2025,"30,000",-30000
7359135097779519493,bryton.39,TikTok Campaign,6/23/2025,"15,000",-15000
7359136672245809158,natalianope,TikTok Campaign,6/23/2025,"3,000",-3000
7359135727810052101,hotterjakepaul,TikTok Campaign,6/23/2025,"3,000",-3000
7359137631822708741,sam_g_89,TikTok Campaign,6/23/2025,"3,000",-3000
7454359726592196624,brian.roy76,Gifted,6/23/2025,,-20000
7359137631822708741,sam_g_89,Bonus,6/23/2025,"72,000",-72000
7481085896800976913,realwillgaming,Bonus,6/23/2025,"36,000",-36000
7359135084659736581,samanthasingsit,Bonus,6/23/2025,"36,000",-36000
7359134585688522757,ashleydawnofficial,Gifted,6/23/2025,,-64000
7359134585688522757,ashleydawnofficial,Bonus,6/23/2025,"72,000",-72000
7359135408745447429,b.herbz,Gifted,6/23/2025,,-25000
7417960855335354369,pcdrums76,Bonus,6/22/2025,"36,000",-36000
7359134574070398981,sierralandasmr,Bonus,6/22/2025,"36,000",-36000
7409743090665242641,theviolution,Bonus,6/22/2025,"72,000",-72000
7359135727810052101,hotterjakepaul,Bonus,6/22/2025,"36,000",-36000
7359135097779519493,bryton.39,Bonus,6/22/2025,"36,000",-36000
7454359110578864145,alliemsx,Bonus,6/22/2025,"36,000",-36000
7359134961959632902,thecyrilia,Bonus,6/22/2025,"72,000",-72000
7359135105165656069,freekbass,Bonus,6/22/2025,"36,000",-36000
7359135322615185413,aaronhunt30,Bonus,6/22/2025,"36,000",-36000
7359135408745447429,b.herbz,Gifted,6/22/2025,,-2000
7417960855335354369,pcdrums76,Bonus,6/21/2025,"7,100",-7100
7409743090665242641,theviolution,Bonus,6/21/2025,"7,700",-7700
7359135084659736581,samanthasingsit,Bonus,6/21/2025,"8,700",-8700
7359135105165656069,freekbass,Bonus,6/21/2025,"8,500",-8500
7359137631822708741,sam_g_89,Bonus,6/21/2025,"6,700",-6700
7359135264167428102,coloreomusic,Bonus,6/21/2025,"6,100",-6100
7359136208573792261,mikaylaa.10,Bonus,6/21/2025,"3,200",-3200
7359134585688522757,ashleydawnofficial,Monthly Award,6/20/2025,"100,000",
7359135097779519493,bryton.39,Monthly Award,6/20/2025,"50,000",
7359138280010645509,ageofangel,Monthly Award,6/20/2025,"25,000",
7359135268521246726,thetrapviolinist,Monthly Award,6/20/2025,"35,000",
7359138475368513541,scarlettjlopez,Monthly Award,6/20/2025,"17,500",
7417960855335354369,pcdrums76,Monthly Award,6/20/2025,"10,000",
7359135408745447429,b.herbz,Monthly Award,6/20/2025,"25,000",
7505481473814937617,mellllaniiee,Monthly Award,6/20/2025,"15,000",
7359137040853860358,kyland.young,Monthly Award,6/20/2025,"10,000",
7454359726592196624,brian.roy76,Monthly Award,6/20/2025,"20,000",
7505200140781699073,mrs.annajones,Monthly Award,6/20/2025,"10,000",
7508653795619160065,wadeclark16,Monthly Award,6/20/2025,"5,000",
7460310629711134737,its_cassieh,Monthly Award,6/20/2025,"10,000",
7420590887278755856,everlucent18,Monthly Award,6/20/2025,"5,000",
7359135286036561926,lsxcrew,Monthly Award,6/20/2025,"2,500",
7359135097779519493,bryton.39,Bonus,6/19/2025,"70,000",-70000
7359135097779519493,bryton.39,Royal Rumble,6/18/2025,"12,000",-12000
7359136672245809158,natalianope,Royal Rumble,6/18/2025,"6,000",-6000
7359137631822708741,sam_g_89,Royal Rumble,6/18/2025,"10,000",
7359134585688522757,ashleydawnofficial,Daily Rank,6/17/2025,,
7409743090665242641,theviolution,Bonus,6/14/2025,"35,000",-35000
7359135322615185413,aaronhunt30,Bonus,6/14/2025,"35,000",-35000
7359136272692117509,fitchefkory,Bonus,6/14/2025,"35,000",-35000
7481085896800976913,realwillgaming,Bonus,6/14/2025,"35,000",-35000
7359135727810052101,hotterjakepaul,Bonus,6/14/2025,"35,000",-35000
7454359110578864145,alliemsx,Bonus,6/14/2025,"35,000",-35000
7359135407344386054,sims.erection,Bonus,6/14/2025,"35,000",-35000
7359134960558571525,smity194,Bonus,6/14/2025,"35,000",-35000
7359135322615185413,aaronhunt30,Gifted,6/14/2025,,-22250
7359135097779519493,bryton.39,Star Strikeout,6/13/2025,"30,000",-10000
7359136672245809158,natalianope,Star Strikeout,6/13/2025,"4,000",-4000
7359134813120659461,jeremiahboutross,Royal Rumble,6/11/2025,"12,000",-12000
7359137631822708741,sam_g_89,Royal Rumble,6/11/2025,"40,000",-10000
7359134813120659461,jeremiahboutross,Gifted,6/11/2025,,-11700
7359137631822708741,sam_g_89,Gifted,6/11/2025,,-6300
7359137631822708741,sam_g_89,Bonus,6/11/2025,"35,000",-35000
7359138280010645509,ageofangel,Bonus,6/11/2025,"35,000",-35000
7359135105165656069,freekbass,Bonus,6/9/2025,"30,000",-30000
7359134961959632902,thecyrilia,Gifted,6/9/2025,,-45000
7359135084659736581,samanthasingsit,Gifted,6/9/2025,,-15000
7359136363951816710,rockylanemusic,Gifted,6/9/2025,,-30000
7409743090665242641,theviolution,Gifted,6/8/2025,,-12900
7417960855335354369,pcdrums76,Gifted,6/8/2025,,-6700
7359136363951816710,rockylanemusic,Bonus,6/8/2025,"35,000",-35000
7359135727810052101,hotterjakepaul,Bonus,6/8/2025,"35,000",-35000
7409743090665242641,theviolution,Bonus,6/8/2025,"35,000",-35000
7417960855335354369,pcdrums76,Bonus,6/8/2025,"35,000",-35000
7359134909191159814,skylerclarkk,Gifted,6/7/2025,,-15000
7433607263870517264,alexaraeemusic,Gifted,6/7/2025,,-3000
7433607263870517264,alexaraeemusic,Bonus,6/7/2025,"35,000",-35000
7359135814745391109,tha_dripp_phamily,Bonus,6/7/2025,"35,000",-35000
7359135097779519493,bryton.39,Bonus,6/7/2025,"70,000",-70000
7359134574070398981,sierralandasmr,Bonus,6/7/2025,"70,000",-70000
7359135084659736581,samanthasingsit,Bonus,6/7/2025,"35,000",-35000
7359136672245809158,natalianope,Star Strikeout,6/6/2025,"20,000",-10000
7359135105165656069,freekbass,Gifted,6/6/2025,,-35000
7359134909191159814,skylerclarkk,Gifted,6/6/2025,,-2600
7433607263870517264,alexaraeemusic,Gifted,6/6/2025,,-2600
7359134961959632902,thecyrilia,Gifted,6/6/2025,,-15000
7433607263870517264,alexaraeemusic,Stage Takeover,6/5/2025,"2,600",-2600
7359136363951816710,rockylanemusic,Stage Takeover,6/5/2025,"18,200",-18200
7409743090665242641,theviolution,Stage Takeover,6/5/2025,"2,600",-2600
7359134909191159814,skylerclarkk,Stage Takeover,6/5/2025,"12,600",-2600
7359136672245809158,natalianope,Stage Takeover,6/5/2025,"2,500",-2500
7359135097779519493,bryton.39,Bonus,6/5/2025,"70,000",-70000
7359134961959632902,thecyrilia,Gifted,6/5/2025,,-45000
7481085896800976913,realwillgaming,Royal Rumble,6/4/2025,"20,000",-20000
7359135105165656069,freekbass,Royal Rumble,6/4/2025,"45,000",-25000
7359135814745391109,tha_dripp_phamily,Bonus,6/4/2025,"35,000",-35000
7409743090665242641,theviolution,Match-Up,6/3/2025,"7,100",
7359135727810052101,hotterjakepaul,Match-Up,6/3/2025,"7,300",
7359137631822708741,sam_g_89,Match-Up,6/3/2025,"6,300",
7359137865995091974,siren_ofthe_stars,Match-Up,6/3/2025,"2,500",
7359137184366034949,fishingwithollie1,Match-Up,6/3/2025,"1,000",
7359134961959632902,thecyrilia,Gifted,6/2/2025,,-2600
7409743090665242641,theviolution,Gifted,6/2/2025,,-5200
7359135084659736581,samanthasingsit,Bonus,6/1/2025,"35,000",-35000
7359135283092226053,oregonstargirl,Bonus,6/1/2025,"35,000",-35000
7359135814745391109,tha_dripp_phamily,Bonus,6/1/2025,"35,000",-35000
7359135727810052101,hotterjakepaul,Bonus,5/31/2025,"35,000",-35000
7359137032024752133,djbowiejane,Gifted,5/31/2025,,-50000
7359136672245809158,natalianope,Creator Clash,5/31/2025,"5,000",-5000
7359135084659736581,samanthasingsit,Creator Clash,5/31/2025,"5,000",-5000
7359136672245809158,natalianope,Gifted,5/31/2025,"5,000",
7359135084659736581,samanthasingsit,Gifted,5/31/2025,"5,000",
7359135097779519493,bryton.39,Royal Rumble,5/30/2025,"48,000",-18000
7359134961959632902,thecyrilia,Stage Takeover,5/29/2025,"25,000",-15000
7359136672245809158,natalianope,Stage Takeover,5/29/2025,,
7359136363951816710,rockylanemusic,Stage Takeover,5/29/2025,,
7359135084659736581,samanthasingsit,Stage Takeover,5/29/2025,,
7359135084659736581,samanthasingsit,Gifted,5/29/2025,,-15000
7359134960558571525,smity194,Bonus,5/29/2025,"35,000",-35000
7359136672245809158,natalianope,Royal Rumble,5/29/2025,,-3000
7359135084659736581,samanthasingsit,Royal Rumble,5/29/2025,,-9000
7359134813120659461,jeremiahboutross,Royal Rumble,5/29/2025,,
7359137032024752133,djbowiejane,Royal Rumble,5/29/2025,,
7433607263870517264,alexaraeemusic,Royal Rumble,5/29/2025,,
7359135160358699014,kayy.jayy26,Royal Rumble,5/29/2025,,
7359135097779519493,bryton.39,Bonus,5/29/2025,"70,000",-70000
7359135097779519493,bryton.39,Gifted,5/29/2025,,-30000
7359135097779519493,bryton.39,Royal Rumble,5/28/2025,"10,000",-10000
7409743090665242641,theviolution,Royal Rumble,5/28/2025,"20,000",-20000
7359134813120659461,jeremiahboutross,Royal Rumble,5/28/2025,,
7359137032024752133,djbowiejane,Royal Rumble,5/28/2025,,
7359135264167428102,coloreomusic,Royal Rumble,5/28/2025,,
7359134961959632902,thecyrilia,Royal Rumble,5/28/2025,,
7359135105165656069,freekbass,Royal Rumble,5/28/2025,"30,000",-10000
7359137631822708741,sam_g_89,Royal Rumble,5/28/2025,,
7505481473814937617,mellllaniiee,Royal Rumble,5/28/2025,,
7420590887278755856,everlucent18,Royal Rumble,5/28/2025,,
7505521514524180497,mom2themax,Royal Rumble,5/28/2025,,
7359135918558576646,amyluwho982,Royal Rumble,5/28/2025,,
7461440310519021584,melissaeastwick,Royal Rumble,5/28/2025,,
7359137538281406470,chrisart315,Royal Rumble,5/28/2025,,
7485530922788454417,rivikah,Royal Rumble,5/28/2025,,
7359139443036389382,hotsenorita2,Royal Rumble,5/28/2025,,
7359134960558571525,smity194,Bonus,5/28/2025,"35,000",-35000
7359134961959632902,thecyrilia,Bonus,5/28/2025,"35,000",-35000
7359135097779519493,bryton.39,Bonus,5/27/2025,"70,000",-70000
7359135097779519493,bryton.39,Creator Clash,5/27/2025,"9,600",
7497777597393190929,stefanielauryn415,Creator Clash,5/27/2025,"3,200",
7359135407344386054,sims.erection,Creator Clash,5/27/2025,"6,300",
7359134814559174662,haiyy29,Gifted,5/25/2025,,-5000
7359135097779519493,bryton.39,Bonus,5/24/2025,"35,000",-35000
7359135097779519493,bryton.39,TikTok Campaign,5/24/2025,"10,000",-10000
7359136672245809158,natalianope,TikTok Campaign,5/24/2025,"1,500",-1500
7359134960558571525,smity194,TikTok Campaign,5/24/2025,"1,500",-1500
7359134574070398981,sierralandasmr,TikTok Campaign,5/24/2025,"1,500",-1500
7359136363951816710,rockylanemusic,Gifted,5/24/2025,,-20000
7359135632007921670,24kdimond4u,Gifted,5/23/2025,,-5000
7359135084659736581,samanthasingsit,Royal Rumble,5/23/2025,,
7409743090665242641,theviolution,Royal Rumble,5/23/2025,"2,000",
7497777597393190929,stefanielauryn415,Royal Rumble,5/23/2025,"13,500",-4000
7359135589712560133,silvershadowmark,Royal Rumble,5/23/2025,,
7359134981857280006,averyszabo,Royal Rumble,5/23/2025,"2,000",
7359135632007921670,24kdimond4u,Royal Rumble,5/23/2025,,
7505481473814937617,mellllaniiee,Royal Rumble,5/23/2025,"7,000",-5000
7420590887278755856,everlucent18,Royal Rumble,5/23/2025,,
7359135918558576646,amyluwho982,Royal Rumble,5/23/2025,,
7444838821734268929,fishon053,Royal Rumble,5/23/2025,,
7461440310519021584,melissaeastwick,Royal Rumble,5/23/2025,,
7359138345219293189,happilyengaged2011,Royal Rumble,5/23/2025,,
7485530922788454417,rivikah,Royal Rumble,5/23/2025,,
7457781689205669905,leo_notdicapri0,Royal Rumble,5/23/2025,,
7359136672245809158,natalianope,Bonus,5/23/2025,"35,000",-35000
7359134960558571525,smity194,Bonus,5/23/2025,"35,000",-35000
7359135097779519493,bryton.39,Bonus,5/23/2025,"35,000",-35000
7359136363951816710,rockylanemusic,Music Match-Up,5/22/2025,"40,000",-20000
7433607263870517264,alexaraeemusic,Music Match-Up,5/22/2025,,
7359136672245809158,natalianope,Music Match-Up,5/22/2025,,-5000
7359134961959632902,thecyrilia,Music Match-Up,5/22/2025,,
7359135264167428102,coloreomusic,Music Match-Up,5/22/2025,,
7359134456151867397,luke.h.reynoldsmusic,Music Match-Up,5/22/2025,,
7480335399009746960,paulschofield_bass,Music Match-Up,5/22/2025,,
7359135097779519493,bryton.39,Royal Rumble,5/21/2025,,-6000
7359134574070398981,sierralandasmr,Royal Rumble,5/21/2025,,-4000
7359134814559174662,haiyy29,Royal Rumble,5/21/2025,,
7359135447072866309,ddannaluna,Royal Rumble,5/21/2025,,
7359135105165656069,freekbass,Royal Rumble,5/21/2025,,-4000
7359134961959632902,thecyrilia,Royal Rumble,5/21/2025,,
7359134813120659461,jeremiahboutross,Royal Rumble,5/21/2025,"20,000",-10000
7359137032024752133,djbowiejane,Royal Rumble,5/21/2025,,
7359134960558571525,smity194,Bonus,5/21/2025,"35,000",-35000
7359135097779519493,bryton.39,Bonus,5/20/2025,"35,000",-35000
7409743090665242641,theviolution,Creator Clash,5/20/2025,"8,200",
7417960855335354369,pcdrums76,Creator Clash,5/20/2025,"7,200",
7359134961959632902,thecyrilia,Creator Clash,5/20/2025,"7,200",
7359137032024752133,djbowiejane,Creator Clash,5/20/2025,"3,300",
7497777597393190929,stefanielauryn415,Creator Clash,5/20/2025,"2,600",
7359137668212490245,sebbythecatdad,Bonus,5/19/2025,"35,000",-35000
7409743090665242641,theviolution,Bonus,5/19/2025,"35,000",-35000
7359137098496114693,theonlybreeee,Gifted,5/19/2025,,-7500
7359135084659736581,samanthasingsit,Weekly Rank,5/19/2025,"15,000",
7359134960558571525,smity194,Weekly Rank,5/19/2025,"10,000",
7359136363951816710,rockylanemusic,Weekly Rank,5/19/2025,"7,500",
7359136672245809158,natalianope,Weekly Rank,5/19/2025,"5,000",
7359135407344386054,sims.erection,Weekly Rank,5/19/2025,"3,750",
7451090481020321808,growandglowasmr,Weekly Rank,5/19/2025,"2,500",
7359135322615185413,aaronhunt30,Weekly Rank,5/19/2025,"7,500",
7359135632007921670,24kdimond4u,Weekly Rank,5/19/2025,"5,000",
7497777597393190929,stefanielauryn415,Weekly Rank,5/19/2025,"2,500",
7454359726592196624,brian.roy76,Weekly Rank,5/19/2025,"7,500",
7491102902766043137,turkcotton,Weekly Rank,5/19/2025,"5,000",
7504020275906740240,thecontroversialblonde,Weekly Rank,5/19/2025,"2,500",
7359136672245809158,natalianope,Bonus,5/18/2025,"35,000",-35000
7359135084659736581,samanthasingsit,Bonus,5/18/2025,"70,000",-70000
7359135727810052101,hotterjakepaul,Gifted,5/18/2025,,-30000
7359134960558571525,smity194,Bonus,5/18/2025,"35,000",-35000
7409743090665242641,theviolution,Royal Rumble,5/16/2025,"17,000",-5000
7485530922788454417,rivikah,Royal Rumble,5/16/2025,,
7461440310519021584,melissaeastwick,Royal Rumble,5/16/2025,,
7499269427771457553,inluvwithpnw,Royal Rumble,5/16/2025,"2,000",
7420590887278755856,everlucent18,Royal Rumble,5/16/2025,,
7359136672245809158,natalianope,Royal Rumble,5/16/2025,"2,000",
7444838821734268929,fishon053,Royal Rumble,5/16/2025,,
7359135918558576646,amyluwho982,Royal Rumble,5/16/2025,,
7359137538281406470,chrisart315,Royal Rumble,5/16/2025,,
7359138345219293189,happilyengaged2011,Royal Rumble,5/16/2025,"2,000",
7359135097779519493,bryton.39,Bonus,5/16/2025,"70,000",-70000
7359134960558571525,smity194,Bonus,5/16/2025,"35,000",-35000
7359134960558571525,smity194,Gifted,5/16/2025,,-10000
7409743090665242641,theviolution,Gifted,5/16/2025,,-15000
7359136363951816710,rockylanemusic,Music Match-Up,5/15/2025,"20,000",-20000
7359135084659736581,samanthasingsit,Music Match-Up,5/15/2025,"25,000",-5000
7359136672245809158,natalianope,Music Match-Up,5/15/2025,,
7409743090665242641,theviolution,Music Match-Up,5/15/2025,,
7359134961959632902,thecyrilia,Music Match-Up,5/15/2025,,
7359134456151867397,luke.h.reynoldsmusic,Music Match-Up,5/15/2025,,
7359135097779519493,bryton.39,Royal Rumble,5/14/2025,,-2000
7359136672245809158,natalianope,Royal Rumble,5/14/2025,,-22000
7359135727810052101,hotterjakepaul,Royal Rumble,5/14/2025,"42,000",-12000
7359138280010645509,ageofangel,Royal Rumble,5/14/2025,,
7359134813120659461,jeremiahboutross,Royal Rumble,5/14/2025,,
7433607263870517264,alexaraeemusic,Royal Rumble,5/14/2025,,-2000
7359135264167428102,coloreomusic,Royal Rumble,5/14/2025,,
7359135084659736581,samanthasingsit,Royal Rumble,5/14/2025,,
7359136272692117509,fitchefkory,Royal Rumble,5/14/2025,,
7359137032024752133,djbowiejane,Royal Rumble,5/14/2025,,-4000
7359135160358699014,kayy.jayy26,Royal Rumble,5/14/2025,,
7359138280010645509,ageofangel,Bonus,5/13/2025,"35,000",-35000
7359135097779519493,bryton.39,Weekly Rank,5/13/2025,"15,000",
7359134960558571525,smity194,Weekly Rank,5/13/2025,"10,000",
