,Host,3/9,,Level,Month,Discord,Badge,Agent,New,Active,Prorate,Days,Day Pace,Days Goal,Days Left,Hours,Hrs Goal,Hours Left,💎,💎 Pace,Tier,Tier Goal,Tier Left,Tier Status,Tier LM,Grad,💎 Last 30,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,Days Month,Hours Month,Rewards Month,Link
86,7498149470513889297,sierralevesquemusic,GO,,12,@sierralevesque,Music,LEVI,541,Y,1.00,3,47%,7,4,4,15,11,"33,415","115,096",1,"200,000","166,585",Down,2,,"571,162","195,480","51,594",0,-1,13,"40,500",0,"35,500",-,0,8,20,0,https://www.tiktok.com/@sierralevesquemusic
87,7359134698641162245,roostersworld4,GO,1,43,@roostersworld98,,LEVI,690,Y,1.00,9,141%,11,2,48,30,-18,"32,813","113,023",1,"100,000","67,187",-,1,,"317,767","28,017","28,817",4,3,26,0,0,0,-,0,22,80,0,https://www.tiktok.com/@roostersworld4
88,7359138475368513541,scarlettjlopez,GO,,26,@scarlettlope,,LEVI,3,Y,1.00,2,31%,7,5,3,15,12,"31,899","109,874",1,"1,000,000","968,101",Down,5,,"190,421","512,014","391,605",1,0,29,"98,000",0,"37,000",-,0,11,30,"6,000",https://www.tiktok.com/@scarlettjlopez
89,7359134701724041221,yourfavderek,GO,1,43,@officialderek,,CARRINGTON,59,Y,1.00,9,141%,11,2,35,30,-5,"31,656","109,037",1,"200,000","168,344",Down,2,,"6,851","143,803","84,263",4,3,34,"15,000",0,0,1x,0,22,80,0,https://www.tiktok.com/@yourfavderek
90,7573015023421997111,shemandigans,GO,,5,@shemandigans,,LEVI,41,Y,1.00,4,63%,7,3,10,15,5,"29,229","100,678",1,"200,000","170,771",Down,2,,"3,125","115,095","308,304",1,4,29,0,0,0,-,0,11,30,0,https://www.tiktok.com/@shemandigans
91,7359135264155107334,danielsbrowning,GO,,35,@danielsbrowning,,LEVI,18,Y,1.00,1,16%,7,6,2,15,13,"28,882","99,482",1,"100,000","71,118",Down,1,,"4,145,685","81,345","34,810",0,0,7,0,0,0,-,0,8,20,0,https://www.tiktok.com/@danielsbrowning
92,7359135361911652357,shelbyjo89,GO,1,35,@shelbyjo89,,CARRINGTON,42,Y,1.00,8,125%,11,3,50,30,-20,"27,425","94,464",1,"200,000","172,575",Down,2,,"37,286","106,630","121,077",4,5,37,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@shelbyjo89
93,7359135632007921670,24widmar,GO,,33,@gymlordmarkus,,LEVI,34,Y,1.00,3,47%,7,4,6,15,9,"25,823","88,946",1,"200,000","174,177",Down,2,,"483,404","120,245","126,062",1,2,19,"111,600",0,0,-,0,11,30,0,https://www.tiktok.com/@24widmar
94,7363729312689963025,julianpalacios2001,GO,1,24,@j_palacios23,,SVEN,17,Y,1.00,9,141%,11,2,25,30,5,"25,031","86,218",1,"100,000","74,969",-,1,,"38,275","2,867","7,591",3,2,18,0,0,0,-,0,18,60,0,https://www.tiktok.com/@julianpalacios2001
95,7589643748636868663,miss__kimmy,GO,,3,@kimmys_8_46425,,ASHLEY,40,Y,1.00,6,94%,7,1,13,15,2,"23,034","79,339",1,"100,000","76,966",Down,1,✧,"14,376","72,202","68,620",2,3,20,0,0,0,-,0,15,40,0,https://www.tiktok.com/@miss__kimmy
96,7405584046161412113,tbone_ga,GO,0,20,@tbone_94912,,LEVI,99,Y,1.00,7,110%,8,1,22,20,-2,"21,570","74,297",1,"100,000","78,430",-,1,,"130,234","62,673","47,755",2,2,17,500,0,500,-,0,15,40,0,https://www.tiktok.com/@tbone_ga
97,7537793382597410829,svendranoel,GO,,8,@svendranoel,Gaming,CARRINGTON,79,Y,1.00,2,31%,7,5,5,15,10,"21,164","72,898",1,"100,000","78,836",Down,1,,"17,684","77,938","1,278,145",0,4,32,"102,000","78,000",0,1x,0,8,20,0,https://www.tiktok.com/@svendranoel
98,7359139572674232325,moji.music,GO,,24,@mojigallomusic,Music,LEVI,11,Y,1.00,2,31%,7,5,5,15,10,"21,135","72,798",1,"100,000","78,865",Down,1,,"37,196","5,675","76,144",-1,0,3,"7,750",0,"7,250",-,0,8,20,0,https://www.tiktok.com/@moji.music
99,7359136328962801669,dougielifts,GO,,31,@dougie9192,,CARRINGTON,94,Y,1.00,6,94%,7,1,24,15,-9,"20,932","72,099",1,"200,000","179,068",Down,2,,"46,398","174,493","278,408",5,5,47,"13,250",0,"13,250",1x,"13,250",22,80,0,https://www.tiktok.com/@dougielifts
100,7359139881689448454,dontaskhowmany,GO,,4,@_notthemomma,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"20,501","70,615",1,"100,000","79,499",Down,1,,"1,092",0,"1,000",-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@dontaskhowmany
101,7359134682556170245,smilinjacks69,GO,,44,@thejachakrachakra,ASMR,SIERRA,1,Y,1.00,2,31%,7,5,4,15,11,"19,839","68,334",1,"100,000","80,161",Down,1,,"18,073","12,088","9,007",-1,-1,1,"3,000",0,"3,000",-,0,8,20,0,https://www.tiktok.com/@smilinjacks69
102,7467472515904831489,backwoodscaiden,GO,0,14,@backwoodscaiden2025,Gaming,BRYTON,35,Y,1.00,7,110%,8,1,20,20,0,"19,337","66,605",1,"100,000","80,663",-,1,,"3,379","35,735","13,432",1,0,6,"11,000",0,"-4,000",-,0,11,30,0,https://www.tiktok.com/@backwoodscaiden
103,7581641735269302327,battyfog,GO,0,4,@battyfog,Gaming,ALLIE,107,Y,1.00,7,110%,8,1,16,20,4,"19,109","65,820",1,"100,000","80,891",-,1,,"56,523","28,935","73,730",2,4,22,0,0,0,-,0,15,40,0,https://www.tiktok.com/@battyfog
104,7571891553636073485,rawhn3y,GO,,5,@rawhn3y_91317,,LEVI,423,Y,1.00,3,47%,7,4,4,15,11,"17,505","60,295",1,"100,000","82,495",Down,1,,"59,052","93,639","325,879",0,2,20,0,0,0,-,0,8,20,0,https://www.tiktok.com/@rawhn3y
105,7368835057600970768,badgirlbritt2,GO,,2,,,LEVI,66,Y,1.00,0,0%,7,7,2,15,13,"17,428","60,030",1,"100,000","82,572",Down,1,✧,"51,944","17,634",,-1,,1,"1,250",0,"1,250",-,0,8,20,0,https://www.tiktok.com/@badgirlbritt2
106,7364134731081924609,modern_ragnar_1.0,GO,,23,,,LEVI,8,Y,1.00,0,0%,7,7,0,15,15,"16,517","56,892",1,"100,000","83,483",Down,1,,"881,475","50,553","11,333",-1,-1,3,0,0,0,-,0,8,20,0,https://www.tiktok.com/@modern_ragnar_1.0
107,7570175504641474574,foolishondemkeyz,GO,0,5,@foofoo29.,,TRE,172,Y,1.00,7,110%,8,1,27,20,-7,"15,605","53,751",1,"100,000","84,395",-,1,,"3,694","60,682","191,382",5,5,40,"5,000",0,"5,000",1x,"5,000",22,80,0,https://www.tiktok.com/@foolishondemkeyz
108,7359135172404740102,steven_dean,GO,,36,@steven_dean.,,LEVI,213,Y,1.00,3,47%,7,4,8,15,7,"14,615","50,341",1,"100,000","85,385",Down,1,,"1,252,461","31,536","37,650",0,-1,4,"9,975",0,"9,975",-,0,8,20,0,https://www.tiktok.com/@steven_dean
109,7572411477894643767,cecelove320,GO,1,5,@cecechristian,,CARRINGTON,38,Y,1.00,9,141%,11,2,31,30,-1,"14,378","49,524",1,"200,000","185,622",Down,2,,"15,990","112,480","53,654",4,4,33,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@cecelove320
110,7551954482628673591,kenziehuggg,GO,1,7,@kenziehugg,Gaming,BRYTON,60,Y,1.00,9,141%,11,2,36,30,-6,"14,219","48,977",1,"100,000","85,781",-,1,,576,"16,909","9,920",2,2,15,0,0,0,-,0,15,40,0,https://www.tiktok.com/@kenziehuggg
111,7375048727318446081,jameagledavinci,GO,,22,@jamdavinci,,LEVI,2,Y,1.00,3,47%,7,4,10,15,5,"14,089","48,529",1,"100,000","85,911",Down,1,,"98,210","39,402","45,352",1,4,17,0,0,0,-,0,11,30,0,https://www.tiktok.com/@jameagledavinci
113,7359137106595217413,catarina.cordle,GO,,2,@catarinac_22_27293,,LEVI,23,Y,1.00,5,78%,7,2,21,15,-6,"11,763","40,517",1,"100,000","88,237",Down,1,✧,"63,474",809,,2,,7,0,0,0,-,0,15,40,0,https://www.tiktok.com/@catarina.cordle
114,7546388294167216142,zordoth,GO,,7,@zordoth_,Gaming,LEVI,638,Y,1.00,6,94%,7,1,19,15,-4,"11,690","40,266",1,"100,000","88,310",Down,1,,"4,231,049","34,860","33,011",1,2,11,0,0,0,-,0,11,30,0,https://www.tiktok.com/@zordoth
115,7587257848577441847,im.just.a.girly39,GO,0,4,@nicoles.here3,Gaming,BRYTON,27,Y,1.00,7,110%,8,1,25,20,-5,"11,463","39,484",1,"100,000","88,537",-,1,,"1,769","69,958","55,811",5,5,35,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@im.just.a.girly39
116,7574516554717675575,fabtiff75,GO,,5,@tiffraz5,,LEVI,69,Y,1.00,8,125%,7,-1,13,15,2,"11,337","39,050",1,"100,000","88,663",Down,1,,"54,031","39,304","33,363",3,5,26,0,0,0,-,0,18,60,0,https://www.tiktok.com/@fabtiff75
117,7359135442542952454,lil.ginga5,GO,,34,@autumnanddaisy,,LEVI,24,Y,1.00,3,47%,7,4,7,15,8,"10,927","37,637",1,"100,000","89,073",Down,1,,"58,170","34,706","74,510",1,1,9,"1,500",0,"1,500",-,0,11,30,0,https://www.tiktok.com/@lil.ginga5
118,7601657541499666487,princesscults,GO,,2,@fairyincali,Gaming,LEVI,21,Y,1.00,6,94%,7,1,28,15,-13,"10,869","37,438",1,"100,000","89,131",Down,1,✧,"8,296","17,262",,2,,7,0,0,0,-,0,15,40,0,https://www.tiktok.com/@princesscults
119,7591706464859734029,cherylplanb,GO,1,3,@cherylsworld,,CARRINGTON,474,Y,1.00,9,141%,11,2,41,30,-11,"10,517","36,225",1,"100,000","89,483",-,1,✧,"18,237","24,629",943,5,5,32,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@cherylplanb
120,7359135353263030278,codyglenncoxmusic,GO,,35,@codyglenncoxmusic,Music,LEVI,88,Y,1.00,2,31%,7,5,4,15,11,"10,270","35,374",1,"100,000","89,730",Down,1,,"145,674","5,519","9,638",-1,-1,1,"10,875",0,"10,875",-,0,8,20,0,https://www.tiktok.com/@codyglenncoxmusic
121,7459183456464044048,girldaddy20,GO,1,15,@thornton23,,BRYTON,28,Y,1.00,8,125%,11,3,21,30,9,"10,164","35,009",1,"100,000","89,836",-,1,,"3,085","11,038",0,-1,-1,4,"2,000",0,0,-,0,8,20,0,https://www.tiktok.com/@girldaddy20
122,7359134710397763589,swug_asmr,GO,,43,@samtamb,ASMR,LEVI,94,Y,1.00,2,31%,7,5,6,15,9,"9,590","33,032",1,"100,000","90,410",Down,1,,"365,627","44,228","74,083",0,1,8,"19,250",0,"19,250",-,0,8,20,0,https://www.tiktok.com/@swug_asmr
123,7359139118909095942,sparksboi97,GO,,25,@sparksboi97_16265,,CARRINGTON,18,Y,1.00,0,0%,7,7,1,15,14,"9,367","32,264",1,"300,000","290,633",Down,3,,"597,057","290,770","2,317,678",0,4,42,"8,500",0,0,1x,0,8,20,0,https://www.tiktok.com/@sparksboi97
124,7571250938317651982,therealhambino,GO,,5,@therealhambino,,BRYTON,107,Y,1.00,6,94%,7,1,13,15,2,"8,776","30,228",1,"100,000","91,224",Down,1,,"9,420","15,029","13,082",1,2,9,0,0,0,-,0,11,30,0,https://www.tiktok.com/@therealhambino
125,7359134530801958917,relaxwithrissa,GO,,3,@rissa5605,ASMR,LEVI,146,Y,1.00,2,31%,7,5,5,15,10,"8,609","29,653",1,"100,000","91,391",Down,1,✧,"1,100,610","17,843","1,927",-1,-1,1,"2,750",0,"2,750",-,0,8,20,0,https://www.tiktok.com/@relaxwithrissa
126,7415856990070751233,zezecod,GO,,19,@zeze.ios_28371,,LEVI,260,Y,1.00,5,78%,7,2,13,15,2,"8,103","27,910",1,"100,000","91,897",Down,1,,"88,008","26,246","9,872",2,-1,8,0,0,0,-,0,15,40,0,https://www.tiktok.com/@zezecod
127,7449907460980310033,tattedandspicy,GO,1,16,@tattedandspicy,,CARRINGTON,33,Y,1.00,8,125%,11,3,28,30,2,"8,007","27,580",1,"100,000","91,993",-,1,,"14,607","83,960","92,241",5,5,38,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@tattedandspicy
128,7592009074502451213,clovonet02,GO,,3,@clovonet8977,Gaming,LEVI,51,Y,1.00,5,78%,7,2,24,15,-9,"7,680","26,453",1,"100,000","92,320",Down,1,✧,"4,020","18,620","8,654",5,3,24,0,0,0,-,0,22,80,0,https://www.tiktok.com/@clovonet02
129,7435830178007449617,its_gigi_babi,GO,0,17,@gigi_babi,,LEVI,39,Y,1.00,7,110%,8,1,20,20,0,"7,609","26,209",1,"100,000","92,391",-,1,,"44,716","61,207","34,581",4,3,26,0,0,0,-,0,22,80,0,https://www.tiktok.com/@its_gigi_babi
130,7546060436458979383,raven4life79,GO,,5,@raven1mindy,,SVEN,58,Y,1.00,4,63%,7,3,13,15,2,"7,472","25,737",1,"100,000","92,528",Down,1,,"5,864","5,900","4,006",1,2,9,0,0,0,-,0,11,30,0,https://www.tiktok.com/@raven4life79
131,7451027162578255889,skullznbowlz,GO,1,16,,,SIERRA,21,Y,1.00,9,141%,11,2,50,30,-20,"7,430","25,592",1,"100,000","92,570",-,1,,"75,387","25,744","42,171",5,5,33,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@skullznbowlz
132,7594348083929006094,caroleens,GO,,3,@caroleens,Gaming,LEVI,219,Y,1.00,4,63%,7,3,19,15,-4,"7,217","24,859",1,"100,000","92,783",Down,1,✧,"11,194","92,603","48,267",1,2,14,"1,000",0,"1,000",-,0,11,30,0,https://www.tiktok.com/@caroleens
133,7491102902766043137,turkcotton,GO,,12,@turkishcotton,,BRYTON,133,Y,1.00,0,0%,7,7,3,15,12,"7,148","24,621",1,"100,000","92,852",Down,1,,"1,016,324","37,897","18,232",-1,-1,2,"11,250",0,"11,250",-,0,8,20,0,https://www.tiktok.com/@turkcotton
134,7460667880711995408,aquarius5518,GO,1,15,@pennycarillo,,LEVI,174,Y,1.00,8,125%,11,3,29,30,1,"7,124","24,538",1,"100,000","92,876",-,1,,"55,449","7,146","2,447",2,0,10,"18,750",0,750,-,0,15,40,0,https://www.tiktok.com/@aquarius5518
135,7359139297569832965,jadelvega,GO,,25,@jadelvega.ismytiktok,,BRYTON,30,Y,1.00,4,63%,7,3,17,15,-2,"6,750","23,250",1,"100,000","93,250",Down,1,,"1,374","60,110",269,0,-1,5,0,0,0,-,0,8,20,0,https://www.tiktok.com/@jadelvega
136,7451459387350319120,its_your_girl490,GO,,16,@talithagrimmett,,SVEN,31,Y,1.00,1,16%,7,6,4,15,11,"6,350","21,872",1,"100,000","93,650",Down,1,,"3,858",58,0,-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@its_your_girl490
137,7391102885259690001,riahx2x,GO,,21,@riahx319,,LEVI,14,Y,1.00,4,63%,7,3,7,15,8,"6,268","21,590",1,"100,000","93,732",Down,1,,"48,675","17,797","4,172",1,-1,4,0,0,0,-,0,11,30,0,https://www.tiktok.com/@riahx2x
138,7359138931742474246,brandonthebabe,GO,,13,@brandonthebabens_43826,,LEVI,8,Y,1.00,4,63%,7,3,8,15,7,"5,510","18,979",1,"100,000","94,490",Down,1,,"10,605","5,711",878,1,-1,4,0,0,0,-,0,11,30,0,https://www.tiktok.com/@brandonthebabe
139,7423558659491381249,amysalcedo5,GO,,3,@amy070169,,JOE,56,Y,1.00,2,31%,7,5,3,15,12,"5,509","18,975",1,"100,000","94,491",Down,1,✧,"68,410","22,356","1,715",5,3,25,0,0,0,-,0,22,80,0,https://www.tiktok.com/@amysalcedo5
140,7359137865995091974,siren_ofthe_stars,GO,,27,@siren_ofthe_stars,,LEVI,8,Y,1.00,3,47%,7,4,8,15,7,"5,469","18,838",1,"100,000","94,531",Down,1,,"46,012","13,456","85,253",0,0,5,"13,400",0,"10,400",-,0,8,20,0,https://www.tiktok.com/@siren_ofthe_stars
141,7568976409566298126,lowrainnn1,GO,,5,@lowrainnn,,JOE,6,Y,1.00,1,16%,7,6,4,15,11,"5,456","18,793",1,"100,000","94,544",Down,1,,"4,498","21,522","57,258",0,0,5,0,0,0,-,0,8,20,0,https://www.tiktok.com/@lowrainnn1
142,7359135264155140102,umparker,GO,,35,@chipy.,Gaming,LEVI,1,Y,1.00,1,16%,7,6,2,15,13,"5,330","18,359",1,"100,000","94,670",Down,1,,"1,122,095","17,341","18,128",-1,2,6,0,0,0,-,0,8,20,0,https://www.tiktok.com/@umparker
143,7359135347281985541,first.lady.jay2.0,GO,,35,@firstladyjay,,LEVI,20,Y,1.00,2,31%,7,5,6,15,9,"5,249","18,080",1,"100,000","94,751",Down,1,,"17,606","9,563",100,-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@first.lady.jay2.0
144,7577930487646306318,lancektyree,GO,1,2,@lancek.tyree,,LEVI,23,Y,1.00,8,125%,11,3,36,30,-6,"5,133","17,680",1,"100,000","94,867",-,1,✧,"3,538","7,049",,5,,19,0,0,0,-,0,22,80,0,https://www.tiktok.com/@lancektyree
145,7481449047811964929,thecluelessbunny,GO,,4,@thecluelessbunny,Gaming,CARRINGTON,78,Y,1.00,1,16%,7,6,4,15,11,"5,036","17,346",1,"500,000","494,964",Down,4,,"26,426","322,897","313,468",1,4,37,"21,000","16,000","5,000",1x,"5,000",11,30,0,https://www.tiktok.com/@thecluelessbunny
146,7522981364623441936,keepingupwithfridahoeft_,GO,,9,@itsfridababy_24668,,LEVI,5,Y,1.00,2,31%,7,5,2,15,13,"4,810","16,568",1,"100,000","95,190",Down,1,,"30,122","24,580","3,361",-1,-1,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@keepingupwithfridahoeft_
147,7579814318795997197,gudinoashley,GO,,4,@ajgudino87,,LEVI,69,Y,1.00,6,94%,7,1,17,15,-2,"4,714","16,237",1,"100,000","95,286",Down,1,,"4,269","15,253","8,508",1,1,6,0,0,0,-,0,11,30,0,https://www.tiktok.com/@gudinoashley
148,7454734552142118928,thewhisperfaerieasmr,GO,,15,@thewhisperfaerieasmr,ASMR,SIERRA,30,Y,1.00,1,16%,7,6,1,15,14,"4,205","14,484",1,"100,000","95,795",Down,1,,"44,607",0,"1,685",-1,-1,1,"46,750",0,0,-,0,8,20,0,https://www.tiktok.com/@thewhisperfaerieasmr
149,7359139280323182598,t1dfighter03_24_12,GO,,25,,,LEVI,17,Y,1.00,2,31%,7,5,7,15,8,"4,156","14,315",1,"100,000","95,844",Down,1,,"9,942","12,376","11,445",0,0,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@t1dfighter03_24_12
150,7359138377117106181,drewcasta,GO,1,26,@drewcasta,Gaming,LEVI,24,Y,1.00,8,125%,11,3,23,30,7,"4,046","13,936",1,"100,000","95,954",-,1,,"25,086","2,851","5,865",2,1,12,"2,750",0,"2,750",-,0,15,40,0,https://www.tiktok.com/@drewcasta
151,7591301261329285175,queen_maddy_1202,GO,,3,@queen_maddy_1202,Gaming,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"4,000","13,778",1,"100,000","96,000",Down,1,✧,473,"1,350","32,725",-1,0,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@queen_maddy_1202
152,7595842605108445239,tarotbymoonbeam,GO,,3,@b_moonbeam,,LEVI,43,Y,1.00,0,0%,7,7,3,15,12,"3,906","13,454",1,"100,000","96,094",Down,1,✧,"59,335","21,635","30,931",-1,2,8,0,0,0,-,0,8,20,0,https://www.tiktok.com/@tarotbymoonbeam
153,7598661055547654158,kinggemini285,GO,0,3,@fantastic_fawn_45277,,LEVI,191,Y,1.00,7,110%,8,1,25,20,-5,"3,906","13,454",1,"100,000","96,094",-,1,✧,"170,983","18,728","6,087",4,5,28,0,0,0,-,0,22,80,0,https://www.tiktok.com/@kinggemini285
154,7426157075610468368,yaticasimagination,GO,0,8,@yatica,Gaming,LEVI,131,Y,1.00,7,110%,8,1,36,20,-16,"3,828","13,185",1,"100,000","96,172",-,1,,"17,903",418,"2,065",0,2,8,0,0,0,-,0,8,20,0,https://www.tiktok.com/@yaticasimagination
155,7556036369030823991,perfectaimm,GO,,6,,,LEVI,377,Y,1.00,6,94%,7,1,11,15,4,"3,808","13,116",1,"100,000","96,192",Down,1,,"1,353,491","5,477","17,344",2,2,12,0,0,0,-,0,15,40,0,https://www.tiktok.com/@perfectaimm
156,7592049908509818894,ash_bittickkk,GO,,3,@ashleybittick,,ASHLEY,10,Y,1.00,1,16%,7,6,3,15,12,"3,712","12,786",1,"100,000","96,288",Down,1,✧,"3,139","21,167","32,236",-1,0,3,0,0,0,-,0,8,20,0,https://www.tiktok.com/@ash_bittickkk
157,7537116061758636045,kes_014,GO,,8,@kes014,,LEVI,9,Y,1.00,7,110%,7,0,8,15,7,"3,623","12,479",1,"100,000","96,377",Down,1,,"160,030","6,093","3,129",1,0,4,0,0,0,-,0,11,30,0,https://www.tiktok.com/@kes_014
158,7595741738505879565,jamjamish,GO,,3,,,BRYTON,7,Y,1.00,1,16%,7,6,2,15,13,"3,563","12,273",1,"100,000","96,437",Down,1,✧,"110,140","10,074","93,480",-1,2,9,0,0,0,-,0,8,20,0,https://www.tiktok.com/@jamjamish
159,7473189073168121873,bridgetryan,GO,,14,@bridget0274,,LEVI,77,Y,1.00,2,31%,7,5,4,15,11,"3,446","11,870",1,"100,000","96,554",Down,1,,"751,677","33,585","91,968",0,2,11,"15,000",0,0,-,0,8,20,0,https://www.tiktok.com/@bridgetryan
160,7554981574454919223,stephintechnicolor,GO,,7,@stephild,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"3,372","11,615",1,"100,000","96,628",Down,1,,"1,331","48,180","38,878",-1,-1,4,"3,000",0,"2,000",-,0,8,20,0,https://www.tiktok.com/@stephintechnicolor
161,7603413642771447822,lilashiesty,GO,,2,,,LEVI,21,Y,1.00,1,16%,7,6,3,15,12,"3,291","11,336",1,"100,000","96,709",Down,1,✧,"17,248","54,514",,1,,6,0,0,0,-,0,11,30,0,https://www.tiktok.com/@lilashiesty
162,7507054085481431056,_mrs.robinson_,GO,1,11,,,LEVI,4,Y,1.00,9,141%,11,2,33,30,-3,"3,227","11,115",1,"100,000","96,773",-,1,,"55,036","1,240",987,3,2,18,0,0,0,-,0,18,60,0,https://www.tiktok.com/@_mrs.robinson_
163,7359139642425507846,ctsorrell,GO,,24,@ctsorrell23,,LEVI,3,Y,1.00,1,16%,7,6,1,15,14,"3,065","10,557",1,"100,000","96,935",Down,1,,"10,970","1,335",0,-1,-1,1,"15,500",0,"15,500",-,0,8,20,0,https://www.tiktok.com/@ctsorrell
164,7359134578394529797,fathernewman,GO,,7,@fathernewman21,Gaming,SVEN,0,Y,1.00,3,47%,7,4,14,15,1,"3,043","10,481",1,"100,000","96,957",Down,1,,"4,531,187","3,344",526,3,4,21,0,0,0,-,0,18,60,0,https://www.tiktok.com/@fathernewman
165,7359136385644658693,joelerdmann_,GO,,30,@joelerdmann,,LEVI,24,Y,1.00,0,0%,7,7,0,15,15,"3,030","10,437",1,"100,000","96,970",Down,1,,"34,331,372","1,467","3,451",-1,-1,1,"4,750",0,"4,750",-,0,8,20,0,https://www.tiktok.com/@joelerdmann_
166,7524495263340298257,suaskiiii,GO,,9,@suaskiiii,,LEVI,19,Y,1.00,3,47%,7,4,6,15,9,"2,951","10,165",1,"100,000","97,049",Down,1,,"87,200","12,794","4,906",2,0,7,0,0,0,-,0,15,40,0,https://www.tiktok.com/@suaskiiii
167,7359135084660129797,jordan_shier,GO,,20,,,LEVI,755,Y,1.00,2,31%,7,5,4,15,11,"2,827","9,737",1,"100,000","97,173",Down,1,,"342,217","25,993",20,2,-1,8,0,0,0,-,0,15,40,0,https://www.tiktok.com/@jordan_shier
168,7578672537446694925,cottonsnivy,GO,0,4,@cottonsnivy,Gaming,CARRINGTON,162,Y,1.00,7,110%,8,1,24,20,-4,"2,581","8,890",1,"100,000","97,419",-,1,,"115,135","61,589","193,910",3,4,31,"5,000","5,000",0,1x,0,18,60,0,https://www.tiktok.com/@cottonsnivy
169,7510767609743343632,arivassallo914,GO,1,10,@lasirena9149471,Gaming,SVEN,35,Y,1.00,8,125%,11,3,27,30,3,"2,574","8,866",1,"100,000","97,426",-,1,,"7,695,720","4,725","6,728",0,3,13,0,0,0,-,0,8,20,0,https://www.tiktok.com/@arivassallo914
170,7410415784117436432,popcultkillers,GO,,2,@popcultkillers,,LEVI,3,Y,1.00,1,16%,7,6,4,15,11,"2,544","8,763",1,"100,000","97,456",Down,1,✧,"11,019","9,933",,0,,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@popcultkillers
171,7423567910435635217,xx_destmarie,GO,,5,@destmarie25,,LEVI,213,Y,1.00,4,63%,7,3,19,15,-4,"2,543","8,759",1,"100,000","97,457",Down,1,,"583,707","2,756","18,096",-1,1,3,0,0,0,-,0,8,20,0,https://www.tiktok.com/@xx_destmarie
172,7561842881749893134,cybersecurityitguy,GO,,1516,@matt031475,,LEVI,0,Y,1.00,2,31%,7,5,4,15,11,"2,425","8,353",1,"100,000","97,575",Down,1,,"1,026",302,"5,579",-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@cybersecurityitguy
173,7370643117634224145,beautiful_soul_25,GO,,17,@queen_nala_,,LEVI,30,Y,1.00,3,47%,7,4,8,15,7,"2,348","8,088",1,"100,000","97,652",Down,1,,"16,033","11,028","24,442",0,2,7,"2,000",0,0,-,0,8,20,0,https://www.tiktok.com/@beautiful_soul_25
174,7386895531936727041,foreveryapping,GO,,21,@maddieesoon,,LEVI,19,Y,1.00,3,47%,7,4,5,15,10,"2,339","8,057",1,"100,000","97,661",Down,1,,"47,357","1,186","2,163",-1,-1,1,"46,000",0,"45,000",-,0,8,20,0,https://www.tiktok.com/@foreveryapping
176,7359139692660588549,invictaxilexx,GO,,24,,,LEVI,0,Y,1.00,0,0%,7,7,1,15,14,"2,202","7,585",1,"100,000","97,798",Down,1,,"20,508","5,613","4,311",-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@invictaxilexx
177,7554063085410172941,madysen_luebke,GO,,2,@madyyy211,,ALLIE,31,Y,1.00,4,63%,7,3,9,15,6,"2,138","7,364",1,"100,000","97,862",Down,1,✧,583,23,,-1,,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@madysen_luebke
178,7359135732201488390,toxic_luigi69,GO,,33,@toxic_luigi,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"2,129","7,333",1,"100,000","97,871",Down,1,,"3,354","12,297","10,976",-1,-1,1,"2,500",0,"2,500",-,0,8,20,0,https://www.tiktok.com/@toxic_luigi69
179,7359138345219293189,happilyengaged2011,GO,,26,@loverallthetime,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"2,107","7,257",1,"100,000","97,893",Down,1,,923,"8,594",908,-1,-1,1,"2,000",0,"2,000",-,0,8,20,0,https://www.tiktok.com/@happilyengaged2011
180,7359136220175237125,samuelciafaloni,GO,,14,@crippychuffy2786,,COLTON,2,Y,1.00,2,31%,7,5,3,15,12,"2,092","7,206",1,"200,000","197,908",Down,2,,"102,009","140,248","44,391",1,1,14,"8,000",0,"2,000",-,0,11,30,0,https://www.tiktok.com/@samuelciafaloni
181,7603144665814122510,slaydrigaming,GO,,2,@adri.13,Gaming,LEVI,313,Y,1.00,6,94%,7,1,16,15,-1,"2,029","6,989",1,"100,000","97,971",Down,1,✧,"431,784",350,,0,,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@slaydrigaming
